id,term,aliases,category,subcategory,priority,occurrenceCount,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,sourceTextExamples
v403-internal-medicine-qsofa,qSOFA,"[""qSOFA""]",İç Hastalıkları,Enfeksiyon-Acil / Risk değerlendirme,P1,0,Enfeksiyon şüphesinde kötü klinik gidiş riskini hızlı belirlemek için kullanılan yatak başı skordur.,"Solunum sayısı, mental durum ve sistolik kan basıncı parametreleriyle ağır sepsis riskini işaret eder. Tanı testi değil, risk uyarı aracıdır; klinik değerlendirme ve organ disfonksiyonu ile birlikte yorumlanır.",qSOFA tanı koymaz; enfeksiyonda kötüleşme riskine dikkat çeker.,SOFA organ disfonksiyonunu daha ayrıntılı değerlendirir; qSOFA hızlı tarama aracıdır.,"[""Sepsis"", ""SOFA skoru"", ""Septik şok""]","[{""sourceFilePath"": ""src/data/cases.js::v165-new-024-ates-ve-yeni-ufurum.vitals.Şok indeksi"", ""text"": ""1.18; sepsis riski açısından yüksek""}, {""sourceFilePath"": ""src/data/cases.js::v165-new-024-ates-ve-yeni-ufurum.investigations[0].id"", ""text"": ""v165-new-024-ates-ve-yeni-ufurum-oksijenasyon-sepsis""}]"
v403-internal-medicine-sofa-skoru,SOFA skoru,"[""SOFA skoru""]",İç Hastalıkları,Enfeksiyon-Acil / Organ disfonksiyonu,P1,0,Sepsiste organ disfonksiyonunun derecesini değerlendiren çok sistemli skordur.,"Solunum, koagülasyon, karaciğer, dolaşım, nörolojik durum ve böbrek fonksiyonunu içerir. Sepsis tanımında enfeksiyona bağlı organ disfonksiyonunu göstermek için klinik çerçeve sağlar.",Sepsis = enfeksiyon + organ disfonksiyonu; SOFA bu disfonksiyonu sayısallaştırır.,qSOFA hızlı risk uyarısıdır; SOFA daha ayrıntılı organ disfonksiyonu skorudur.,"[""Sepsis"", ""qSOFA"", ""Organ yetmezliği""]","[{""sourceFilePath"": ""src/data/cases.js::v165-new-024-ates-ve-yeni-ufurum.vitals.Şok indeksi"", ""text"": ""1.18; sepsis riski açısından yüksek""}, {""sourceFilePath"": ""src/data/cases.js::v165-new-024-ates-ve-yeni-ufurum.investigations[0].id"", ""text"": ""v165-new-024-ates-ve-yeni-ufurum-oksijenasyon-sepsis""}]"
v403-internal-medicine-akut-vazoreaktivite-testi,Akut vazoreaktivite testi,"[""Akut vazoreaktivite testi""]",İç Hastalıkları,Göğüs Hastalıkları-Kardiyoloji / PAH testi,P1,2,Pulmoner arteriyel hipertansiyonda kısa etkili vazodilatörle pulmoner basınç yanıtını ölçen testtir.,Pozitif yanıt nadir bir hasta grubunda yüksek doz kalsiyum kanal blokeri tedavisinin güvenli ve etkili olabileceğini gösterir. Test yapılmadan ampirik KKB başlanması hemodinamik kötüleşme riski taşıyabilir.,PAH’da KKB ancak vazoreaktivite pozitif seçilmiş hastada düşünülür.,KOAH veya sol kalp hastalığına bağlı pulmoner hipertansiyonda yaklaşım altta yatan nedene yöneliktir.,"[""Pulmoner arteriyel hipertansiyon"", ""Sağ kalp kateterizasyonu"", ""Kalsiyum kanal blokeri""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-147-spot.front"", ""text"": ""Pulmoner arteriyel hipertansiyonda akut vazoreaktivite testi pozitifliği gösterilmeden kalsiyum kanal blokeri başlanması neden riskli bir tuzaktır?""}, {""sourceFilePath"": ""src/data/tusPearlInternalMedicine*Overrides.js::tus-pearl-internal-medicine-147-spot.front"", ""text"": ""Pulmoner arteriyel hipertansiyonda akut vazoreaktivite testi pozitifliği gösterilmeden kalsiyum kanal blokeri başlanması neden riskli bir tuzaktır?""}]"
v403-internal-medicine-sag-kalp-kateterizasyonu,Sağ kalp kateterizasyonu,"[""Sağ kalp kateterizasyonu""]",İç Hastalıkları,Kardiyoloji-Göğüs / Hemodinamik tanı,P1,10,Pulmoner ve sağ kalp basınçlarını doğrudan ölçen invaziv hemodinamik yöntemdir.,"Pulmoner hipertansiyonun kesin tanısı, prekapiller-postkapiller ayrımı ve vazoreaktivite değerlendirmesi için kullanılır. Ekokardiyografi tarama sağlar; kateterizasyon hemodinamik doğrulama yapar.",Pulmoner hipertansiyonda kesin hemodinamik sınıflama sağ kalp kateterizasyonuyla yapılır.,Ekokardiyografi olasılığı gösterir; kateterizasyon basınç ve wedge değerleriyle tanıyı netleştirir.,"[""Pulmoner arteriyel hipertansiyon"", ""Akut vazoreaktivite testi"", ""Wedge basıncı""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-147-extra.keywords[1]"", ""text"": ""sağ kalp kateterizasyonu""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-147-extra.back"", ""text"": ""Sağ kalp kateterizasyonu.""}]"
v403-internal-medicine-tirotoksikozis-faktitisya,Tirotoksikozis faktitisya,"[""Tirotoksikozis faktitisya""]",İç Hastalıkları,Endokrinoloji / Tirotoksikoz,P1,14,Dışarıdan tiroid hormonu alımına bağlı düşük radyoaktif iyot tutulumu ve düşük tiroglobulinle giden tirotoksikoz tablosudur.,Bez hormon üretmediği için iyot tutulumu düşüktür; eksojen hormon kullanımı nedeniyle tiroglobulin de düşük beklenir. Subakut tiroiditten ağrılı tiroid ve inflamatuvar belirteçlerle ayrılır.,Düşük uptake + düşük tiroglobulin eksojen tiroid hormonu alımını düşündürür.,Subakut tiroiditte uptake düşük olabilir ama tiroglobulin genellikle yüksektir ve boyun ağrısı/ESR artışı eşlik eder.,"[""Radyoaktif iyot tutulumu"", ""Tiroglobulin"", ""Subakut tiroidit""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-148-spot.topic"", ""text"": ""Tirotoksikozis faktitisya""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-148-spot.keywords[0]"", ""text"": ""tirotoksikozis faktitisya""}]"
v403-internal-medicine-renovaskuler-hipertansiyon,Renovasküler hipertansiyon,"[""Renovasküler hipertansiyon""]",İç Hastalıkları,Nefroloji-Kardiyoloji / Sekonder hipertansiyon,P1,18,Renal arter darlığına bağlı renin-anjiyotensin aktivasyonu ile gelişen sekonder hipertansiyondur.,"Dirençli hipertansiyon, abdominal üfürüm, ACE inhibitörü sonrası kreatinin artışı veya flash pulmoner ödem ipucu olabilir. Tanıda renal arter Doppler, BT/MR anjiyografi kullanılabilir.",Dirençli HT + abdominal üfürüm + ACEi sonrası kreatinin artışı renal arter stenozunu düşündürür.,Primer hiperaldosteronizmde renin baskılanır; renovasküler hipertansiyonda renin artışı beklenir.,"[""Renal arter stenozu"", ""ACE inhibitörü sonrası kreatinin artışı"", ""Flash pulmoner ödem""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-066-spot.differentialNote"", ""text"": ""Renovasküler hipertansiyonda renin genellikle artar; primer hiperaldosteronizmde renin baskılanır.""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-149-spot.topic"", ""text"": ""Renovasküler hipertansiyon""}]"
v403-internal-medicine-ace-inhibitoru-sonrasi-kreatinin-artisi,ACE inhibitörü sonrası kreatinin artışı,"[""ACE inhibitörü sonrası kreatinin artışı""]",İç Hastalıkları,Nefroloji-Kardiyoloji / İlaç-hemodinami paterni,P1,0,ACE inhibitörü başladıktan sonra GFR azalmasına bağlı kreatinin yükselmesidir.,"Efferent arteriol dilatasyonu glomerül içi basıncı düşürür; bilateral renal arter stenozu, tek böbrek stenozu veya ağır volüm kaybında belirgin kreatinin artışı olabilir. Soru kökünde bu bulgu renovasküler hastalık ipucudur.",ACEi sonrası belirgin kreatinin artışı bilateral renal arter stenozu açısından uyarıcıdır.,Hafif kreatinin artışı beklenebilir; belirgin ve hızlı artış patolojik hemodinamik bağımlılığı düşündürür.,"[""Renal arter stenozu"", ""Renovasküler hipertansiyon"", ""GFR""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-066-spot.differentialNote"", ""text"": ""Renovasküler hipertansiyonda renin genellikle artar; primer hiperaldosteronizmde renin baskılanır.""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-149-spot.topic"", ""text"": ""Renovasküler hipertansiyon""}]"
v403-internal-medicine-flash-pulmoner-odem,Flash pulmoner ödem,"[""Flash pulmoner ödem""]",İç Hastalıkları,Kardiyoloji-Nefroloji / Akut konjesyon,P1,0,Ani gelişen ağır pulmoner ödem tablosudur.,"Bilateral renal arter stenozu, hipertansif kriz veya akut kapak patolojileriyle görülebilir. Renovasküler hipertansiyon sorularında tekrarlayan ani akciğer ödemi önemli ipucudur.",Tekrarlayan ani pulmoner ödem renovasküler hipertansiyon düşündürebilir.,Kronik kalp yetmezliği daha yavaş konjesyonla gelebilir; flash ödem ani ve dramatiktir.,"[""Renovasküler hipertansiyon"", ""Hipertansif akut akciğer ödemi"", ""Pulmoner ödem""]","[{""sourceFilePath"": ""src/data/cases.js::v163-new-002-acil-elektrolit-bozuklugu.investigations[3].result.values[1][3]"", ""text"": ""Belirgin pulmoner ödem yok""}, {""sourceFilePath"": ""src/data/cases.js::v163-new-002-acil-elektrolit-bozuklugu.investigations[3].result.rows[1][3]"", ""text"": ""Belirgin pulmoner ödem yok""}]"
v403-internal-medicine-ozofagus-manometrisi,Özofagus manometrisi,"[""Özofagus manometrisi""]",İç Hastalıkları,Gastroenteroloji / Fonksiyonel test,P1,10,Özofagus motilitesini ve alt özofagus sfinkter basıncını ölçen testtir.,Akalazyada LES gevşemesi bozulur ve peristaltizm kaybı görülür; manometri tanıyı doğrulayan temel fonksiyonel testtir. Baryum grafisi ipucu verir ama kesin fonksiyonel tanıyı manometri koyar.,Akalazya tanısını kesinleştiren test özofagus manometrisidir.,Endoskopi mekanik darlık ve maligniteyi dışlar; manometri motor bozukluğu gösterir.,"[""Akalazya"", ""Kuş gagası görünümü"", ""Alt özofagus sfinkteri""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-150-extra.keywords[1]"", ""text"": ""özofagus manometrisi""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-150-extra.back"", ""text"": ""Özofagus manometrisi.""}]"
v403-internal-medicine-alt-ozofagus-sfinkter-gevseme-kusuru,Alt özofagus sfinkter gevşeme kusuru,"[""Alt özofagus sfinkter gevşeme kusuru""]",İç Hastalıkları,Gastroenteroloji / Motilite,P1,0,Yutma sırasında alt özofagus sfinkterinin yeterli gevşeyememesidir.,"Akalazyanın temel patofizyolojisidir; hem katı hem sıvı gıdalara disfaji ve regürjitasyon oluşturur. Baryum grafide kuş gagası, manometride gevşeme kusuru ve aperistaltizm beklenir.",Katı+sıvı disfaji motor bozukluğu; LES gevşeme kusuru akalazyayı düşündürür.,Mekanik darlıkta başlangıçta katılara disfaji ön plandadır; akalazyada katı ve sıvı birlikte etkilenir.,"[""Akalazya"", ""Özofagus manometrisi"", ""Disfaji""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-150-spot.topic"", ""text"": ""Akalazya tanısı""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-150-spot.keywords[0]"", ""text"": ""akalazya""}]"
v403-internal-medicine-asit-pmn-esigi,Asit PMN eşiği,"[""Asit PMN eşiği""]",İç Hastalıkları,Gastroenteroloji / Asit analizi,P0,0,Siroz asitinde spontan bakteriyel peritonit tanısı için PMN sayısının 250/mm³ veya üzerinde olmasıdır.,"Kültür negatif olsa bile PMN ≥250/mm³ ise SBP kabul edilip tedavi başlanır. Ateş, karın ağrısı, ensefalopati veya böbrek fonksiyon bozulması asit ponksiyonunu geciktirmemelidir.",Asitte PMN ≥250/mm³ ise kültür negatif olsa bile SBP tedavisi başlanır.,Malign asitte hücre artışı olabilir; sirozlu hastada PMN eşiği SBP açısından kritiktir.,"[""Spontan bakteriyel peritonit"", ""Asit"", ""Kültür negatif nötrositik asit""]","[{""sourceFilePath"": ""src/data/cases.js::v164-new-011-aclik-ve-kusma-sonrasi-metabolik-bozulma.investigations[1].summary"", ""text"": ""Asidemi, düşük bikarbonat ve yüksek anyon açıklığı organik asit birikimiyle uyumlu metabolik asidoz paternini gösterir.""}, {""sourceFilePath"": ""src/data/cases.js::v164-new-011-aclik-ve-kusma-sonrasi-metabolik-bozulma.investigations[1].clinicalMeaning"", ""text"": ""Asidemi, düşük bikarbonat ve yüksek anyon açıklığı organik asit birikimiyle uyumlu metabolik asidoz paternini gösterir.""}]"
v403-internal-medicine-kultur-negatif-notrositik-asit,Kültür negatif nötrositik asit,"[""Kültür negatif nötrositik asit""]",İç Hastalıkları,Gastroenteroloji / Asit enfeksiyonu,P1,2,Asit PMN ≥250/mm³ olduğu halde kültürde bakteri üretilemeyen SBP varyantıdır.,Kültür negatifliği tedaviyi erteletmez; nötrofil eşiği klinik olarak enfeksiyonu gösterir. Özellikle antibiyotik öncesi uygun kan kültürü şişesine asit ekimi duyarlılığı artırabilir.,PMN yüksekse kültür negatifliği SBP tedavisini durdurmaz.,Bakteriasiteste kültür pozitif olup PMN düşük olabilir; nötrositik asitte PMN yüksekliği belirleyicidir.,"[""Asit PMN eşiği"", ""Spontan bakteriyel peritonit"", ""Asit kültürü""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-348-extra.explanation"", ""text"": ""Kültür negatif nötrositik asit, klinik olarak SBP spektrumunda değerlendirilir. Tedaviyi kültür sonucuna bırakmak böbrek yetmezliği ve mortalite riskini artırabilir. Böbrek fonksiyon bozukluğu veya yüksek bilirübin gibi risklerde albumin eklenmesi hepatorenal komplikasyon riskini azaltmak için önemlidir.""}, {""sourceFilePath"": ""src/data/tusPearlInternalMedicine*Overrides.js::tus-pearl-internal-medicine-348-extra.explanation"", ""text"": ""Kültür negatif nötrositik asit, klinik olarak SBP spektrumunda değerlendirilir. Tedaviyi kültür sonucuna bırakmak böbrek yetmezliği ve mortalite riskini artırabilir. Böbrek fonksiyon bozukluğu veya yüksek bilirübin gibi risklerde albumin eklenmesi hepatorenal komplikasyon riskini azaltmak için önemlidir.""}]"
v403-internal-medicine-asit-kulturu,Asit kültürü,"[""Asit kültürü""]",İç Hastalıkları,Gastroenteroloji / Asit analizi,P1,2,Asit sıvısında bakteriyel üremeyi saptamak için yapılan kültür incelemesidir.,SBP şüphesinde tanıyı destekler ve etkeni gösterebilir; ancak duyarlılık sınırlı olduğundan PMN eşiği tedavi kararında daha kritik olabilir. Kan kültürü şişesine yatak başı ekim verimi artırır.,SBP’de kültür yardımcıdır; PMN ≥250/mm³ tedavi için yeterlidir.,Kan kültürü sistemik bakteriyemiyi; asit kültürü peritoneal sıvı etkenini araştırır.,"[""Spontan bakteriyel peritonit"", ""Asit PMN eşiği"", ""Kan kültürü""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-348-extra.front"", ""text"": ""Asit kültürü negatif olsa bile PMN ≥250/mm³ olan siroz hastasında yaklaşım nasıl olmalıdır?""}, {""sourceFilePath"": ""src/data/tusPearlInternalMedicine*Overrides.js::tus-pearl-internal-medicine-348-extra.front"", ""text"": ""Asit kültürü negatif olsa bile PMN ≥250/mm³ olan siroz hastasında yaklaşım nasıl olmalıdır?""}]"
v403-internal-medicine-serum-triptaz,Serum triptaz,"[""Serum triptaz""]",İç Hastalıkları,Alerji-İmmünoloji / Anafilaksi belirteci,P1,8,Mast hücre aktivasyonu sonrası serumda yükselebilen proteaz belirtecidir.,Anafilaksi kliniğini destekleyebilir ancak normal olması anafilaksiyi dışlamaz. Yönetim klinik tabloya dayanır; epinefrin geciktirilmez.,"Anafilaksi kliniğinde triptaz destekleyicidir, tedaviyi bekletmez.",Histamin daha kısa ömürlüdür; triptaz mast hücre aktivasyonunu daha pratik destekleyebilir.,"[""Anafilaksi"", ""Mast hücre aktivasyonu"", ""İntramüsküler epinefrin""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-344-spot.keywords[1]"", ""text"": ""serum triptaz""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-344-spot.back"", ""text"": ""Serum triptaz düzeyi.""}]"
v403-internal-medicine-hipertansif-akut-akciger-odemi,Hipertansif akut akciğer ödemi,"[""Hipertansif akut akciğer ödemi""]",İç Hastalıkları,Kardiyoloji / Hipertansif acil,P1,4,Yüksek kan basıncı ve sol ventrikül dolum basıncı artışıyla ani pulmoner ödem gelişmesidir.,Afterload artışı sol ventrikül boşalmasını zorlaştırır; pulmoner venöz basınç hızla yükselir. Stabil hastada nitratlar preload/afterload azaltarak semptomları hızla düzeltebilir.,"Hipertansif pulmoner ödemde nitrat, basınç yükünü ve konjesyonu hızla azaltır.",Kardiyojenik şokta vazodilatörler hipotansiyonu kötüleştirebilir; hipertansif ödemde basınç düşürme hedeflenir.,"[""Nitrat tedavisi"", ""Pulmoner ödem"", ""Afterload""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-345-spot.explanation"", ""text"": ""Hipertansif akut akciğer ödeminde yüksek afterload ve pulmoner venöz basınç alveoler sıvı birikimini artırır. Nitrater preload ve afterload’u azaltarak hızlı hemodinamik rahatlama sağlar; noninvaziv ventilasyon oksijenasyonu ve solunum işini düzeltir. Sistolik fonksiyon korunmuş ve belirgin hipotansiyon yoksa ilk refleks pozitif inotrop değildir.""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-345-extra.front"", ""text"": ""Hipertansif akut akciğer ödeminde nitrat tedavisi semptomları hangi temel mekanizmayla hızla azaltır?""}]"
v403-internal-medicine-nitrat-tedavisi,Nitrat tedavisi,"[""Nitrat tedavisi""]",İç Hastalıkları,Kardiyoloji / Vazodilatör tedavi,P1,2,Venöz ve yüksek dozda arteriyel dilatasyonla preload ve afterload azaltan tedavi yaklaşımıdır.,"Akut koroner sendromda ağrı/iskemi yükünü, hipertansif pulmoner ödemde dolum basınçlarını azaltabilir. Hipotansiyon, sağ ventrikül infarktı veya PDE-5 inhibitörü kullanımı önemli tuzaklardır.",Nitrat konjesyonu azaltır ama hipotansif hastada tehlikelidir.,Diüretik sıvı atılımını artırır; nitrat daha hızlı hemodinamik vazodilatasyon sağlar.,"[""Hipertansif akut akciğer ödemi"", ""Preload"", ""Afterload""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-345-extra.front"", ""text"": ""Hipertansif akut akciğer ödeminde nitrat tedavisi semptomları hangi temel mekanizmayla hızla azaltır?""}, {""sourceFilePath"": ""src/data/tusPearlInternalMedicine*Overrides.js::tus-pearl-internal-medicine-345-extra.front"", ""text"": ""Hipertansif akut akciğer ödeminde nitrat tedavisi semptomları hangi temel mekanizmayla hızla azaltır?""}]"
v403-internal-medicine-dispepside-alarm-bulgulari,Dispepside alarm bulguları,"[""Dispepside alarm bulguları""]",İç Hastalıkları,Gastroenteroloji / Tanısal yaklaşım,P1,0,Dispepsi hastasında malignite veya ciddi organik hastalık olasılığını artıran uyarı bulgularıdır.,"Kilo kaybı, disfaji, kanama, anemi, kusma, aile öyküsü veya ileri yaş gibi bulgular endoskopi eşiğini düşürür. Genç ve alarm bulgusu olmayan hastada H. pylori test-et-tedavi veya ampirik asit baskılama düşünülebilir.",İleri yaş veya alarm bulgusu varsa dispepside endoskopi öncelik kazanır.,Fonksiyonel dispepside alarm bulgusu yoktur; alarm varsa organik neden dışlanmalıdır.,"[""Dispepsi"", ""Üst gastrointestinal endoskopi"", ""Demir eksikliği anemisi""]","[{""sourceFilePath"": ""src/data/cases.js::v192-new-304-halsizlik-ve-pika.learningTarget"", ""text"": ""Demir eksikliği anemisini talasemi taşıyıcılığı, kronik hastalık anemisi, sideroblastik anemi ve hemolizden ferritin-TDBK-transferrin satürasyonu paternine göre ayırma.""}, {""sourceFilePath"": ""src/data/cases.js::v192-new-304-halsizlik-ve-pika.diagnosis.correct"", ""text"": ""Demir eksikliği anemisi""}]"
v403-internal-medicine-dispepsi,Dispepsi,"[""Dispepsi""]",İç Hastalıkları,Gastroenteroloji / Semptom kompleksi,P1,24,"Epigastrik ağrı, yanma, erken doyma veya postprandiyal dolgunlukla seyreden üst gastrointestinal yakınma kompleksidir.",Yaklaşım yaş ve alarm bulgularına göre değişir. Genç alarm bulgusuz hastada H. pylori stratejisi veya PPI denenebilir; ileri yaşta veya alarm bulgusunda endoskopi önceliklidir.,Dispepside karar yaştan ve alarm bulgusundan başlar.,GERD’de retrosternal yanma/regürjitasyon; dispepside epigastrik dolgunluk-ağrı baskındır.,"[""Dispepside alarm bulguları"", ""H. pylori"", ""PPI""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-346-spot.topic"", ""text"": ""Yeni başlangıç dispepsi yaşı""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-346-spot.keywords[0]"", ""text"": ""dispepsi""}]"
v403-internal-medicine-sistemik-skleroz-renal-kriz,Sistemik skleroz renal kriz,"[""Sistemik skleroz renal kriz""]",İç Hastalıkları,Romatoloji-Nefroloji / Skleroderma acili,P0,0,Sistemik sklerozda ani ağır hipertansiyon ve akut böbrek yetmezliğiyle giden acil tablodur.,Renal küçük damar hasarı ve RAAS aktivasyonu hızla böbrek fonksiyon kaybına yol açar. Tedavide ACE inhibitörü erken başlanması klasik hayat kurtarıcı yaklaşımdır; yüksek doz steroid tetikleyici olabilir.,Sistemik skleroz + ani HT + kreatinin artışı = ACE inhibitörü geciktirme.,Lupus nefritinde immün kompleks nefriti; skleroderma renal krizde vaskülopatik hipertansif böbrek hasarı baskındır.,"[""Sistemik skleroz"", ""ACE inhibitörü"", ""Malign hipertansiyon arteriolopatisi""]","[{""sourceFilePath"": ""src/data/cases.js::v163-new-002-acil-elektrolit-bozuklugu.patientIntro.historySummary"", ""text"": ""Azalan idrar miktarı, ACE inhibitörü kullanımı ve potasyum içeren tuz alternatifi ağır hiperkalemi için klinik zemin oluşturur; göğüs ağrısı ve fokal nörolojik defisit tariflememesi ayırıcı tanıyı daraltır.""}, {""sourceFilePath"": ""src/data/cases.js::v163-new-002-acil-elektrolit-bozuklugu.investigations[2].result.values[1][1]"", ""text"": ""ACE inhibitörü ve potasyum içeren tuz alternatifi kullanımı""}]"
v403-internal-medicine-dijital-ulser,Dijital ülser,"[""Dijital ülser""]",İç Hastalıkları,Romatoloji / Vasküler komplikasyon,P1,14,Parmak uçlarında iskemiye bağlı gelişen ağrılı yara alanıdır.,"Sistemik skleroz ve ağır Raynaud fenomeninde küçük damar hastalığı parmak perfüzyonunu bozar. Endotelin yolu tedavileri, vazodilatörler ve iskemi yönetimi gündeme gelebilir.",Sistemik sklerozda tekrarlayan dijital ülser damar patolojisini gösterir.,Diyabetik ülser nöropati/aterosklerozla; skleroderma dijital ülseri vazospazm-vaskülopatiyle ilişkilidir.,"[""Raynaud fenomeni"", ""Sistemik skleroz"", ""Endotelin reseptör antagonisti""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-369-spot.topic"", ""text"": ""Sistemik skleroz dijital ülser""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-369-spot.keywords[1]"", ""text"": ""dijital ülser""}]"
v403-internal-medicine-bosentan,Bosentan,"[""Bosentan""]",İç Hastalıkları,Romatoloji-Kardiyoloji / Endotelin antagonisti,P1,12,Endotelin reseptör antagonisti olarak pulmoner arteriyel hipertansiyon ve skleroderma dijital ülserlerinde kullanılan ilaçtır.,Endotelin güçlü vazokonstriktör ve proliferatif etkiler gösterir; blokajı seçilmiş vasküler komplikasyonlarda yarar sağlar. Karaciğer toksisitesi ve gebelik riski nedeniyle izlem gerekir.,Sklerodermada tekrarlayan dijital ülserlerde endotelin yolu hedeflenebilir.,Kalsiyum kanal blokerleri Raynaud semptomlarını azaltabilir; bosentan özellikle dijital ülser önleme bağlamında sorulabilir.,"[""Endotelin reseptör antagonisti"", ""Dijital ülser"", ""Pulmoner arteriyel hipertansiyon""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-369-spot.keywords[2]"", ""text"": ""bosentan""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-369-spot.back"", ""text"": ""Bosentan gibi endotelin reseptör antagonisti.""}]"
v403-internal-medicine-aktif-idrar-sedimenti,Aktif idrar sedimenti,"[""Aktif idrar sedimenti""]",İç Hastalıkları,Nefroloji / İdrar mikroskopisi,P1,12,"Hematüri, eritrosit silendiri veya hücresel silendirlerle glomerüler inflamasyonu düşündüren idrar bulgusudur.",Diyabetik nefropatinin klasik yavaş proteinürik gidişinden farklı olarak aktif sediment alternatif glomerülopatiyi düşündürür. SLE veya vaskülitlerde renal tutulum açısından önemlidir.,Diyabetlide aktif sediment varsa sadece diyabetik nefropatiye bağlama.,Basit albuminüri diyabetik nefropatiyle uyumlu olabilir; eritrosit silendiri glomerülonefrit düşündürür.,"[""Eritrosit silendiri"", ""Lupus nefriti"", ""Diyabetik nefropati""]","[{""sourceFilePath"": ""src/data/cases.js::v164-new-018-hemoptizi-ve-hematuri-birlikteligi.question"", ""text"": ""Hemoptizi, hipoksemi, hızlı kreatinin artışı, aktif idrar sedimenti ve anti-GBM pozitifliği bulunan bu hastada en uygun başlangıç tedavisi hangisidir?""}, {""sourceFilePath"": ""src/data/cases.js::v164-new-018-hemoptizi-ve-hematuri-birlikteligi.diagnosis.question"", ""text"": ""Hemoptizi, hipoksemi, hızlı kreatinin artışı, aktif idrar sedimenti ve anti-GBM pozitifliği bulunan bu hastada en uygun başlangıç tedavisi hangisidir?""}]"
v403-internal-medicine-akut-gut-atagi,Akut gut atağı,"[""Akut gut atağı""]",İç Hastalıkları,Romatoloji / Kristal artriti,P1,10,Ürat kristallerinin tetiklediği ani şiddetli inflamatuvar artrit atağıdır.,"NSAİİ, kolşisin veya steroid akut semptom kontrolünde kullanılır; böbrek fonksiyonu ve komorbiditeler seçimde önemlidir. Ürat düşürücü tedavi akut atakta başlanmışsa genellikle kesilmez, yeni başlanması bağlama göre planlanır.",Akut gutta önce inflamasyonu söndür; ürat düşürücü uzun dönem stratejidir.,Septik artrit ateş ve tek eklemle karışabilir; eklem aspirasyonu gerekebilir.,"[""Gut artriti"", ""Podagra"", ""Kolşisin""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-372-spot.topic"", ""text"": ""Akut gut atağı tedavisi""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::tus-pearl-internal-medicine-372-spot.front"", ""text"": ""Böbrek fonksiyonu uygun olan akut gut atağında ilk basamak semptomatik tedavi seçenekleri nelerdir?""}]"
