id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples
v399-biochemistry-alanin-dongusu,Alanin döngüsü,"[""Alanin döngüsü"", ""glukoz-alanin döngüsü"", ""alanine cycle""]",Tıbbi Biyokimya,Aminoasit / glukoneogenez,P1,Kas azotunun alanin şeklinde karaciğere taşınıp glukoneogenezle ilişkilendiği döngüdür.,"Kas piruvatı alanine çevirerek hem karbon iskeletini hem amino azotu karaciğere taşır. Karaciğerde alanin tekrar piruvata döner; azot üre döngüsüne, karbon glukoneogeneze gider.",Alanin döngüsü kas azotunu karaciğere güvenli taşır.,Cori döngüsü laktat taşır; alanin döngüsü amino azot da taşır.,"[""Transaminasyon"", ""Üre döngüsü"", ""Glukoneogenez"", ""Piruvat""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-alfa-oksidasyon,Alfa oksidasyon,"[""Alfa oksidasyon"", ""alpha oxidation"", ""α-oksidasyon""]",Tıbbi Biyokimya,Peroksizom metabolizması,P1,Beta oksidasyona uygun olmayan dallanmış yağ asitlerinin bir karbon kaydırılarak yıkılmasıdır.,Fitanik asit gibi beta karbonunda dallanma bulunan yağ asitleri alfa oksidasyon gerektirir. Bu basamak bozulduğunda Refsum hastalığı paternleri gelişir.,Fitanik asit beta oksidasyona giremediği için alfa oksidasyon gerekir.,Beta oksidasyon çoğu yağ asidi için; alfa oksidasyon dallanmış fitanik asit için tipiktir.,"[""Fitanik asit"", ""Refsum hastalığı"", ""Peroksizom"", ""Pristanik asit""]",11,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card Refsum hastalığı] explanation: Alfa oksidasyon bozukluğu fitannik asit birikimine yol açar.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-230-extra] differentialNote: Refsum hastalığında fitanik asidin alfa oksidasyonu bozulur; Zellweger’de daha geniş peroksizom biyogenez bozukluğu vardır.""}]"
v399-biochemistry-alfa-1-antitripsin,Alfa-1 antitripsin,"[""Alfa-1 antitripsin"", ""alpha-1 antitrypsin"", ""A1AT""]",Tıbbi Biyokimya,Protein / proteaz inhibitörü,P1,Nötrofil elastazı inhibe eden karaciğer kaynaklı proteaz inhibitörüdür.,Eksikliğinde elastaz aktivitesi artar ve özellikle akciğerde elastik doku yıkımı amfizeme yol açabilir. Karaciğerde yanlış katlanmış protein birikimi de hasar oluşturabilir.,Alfa-1 antitripsin eksikliği erken amfizem + karaciğer hastalığı paternidir.,Kistik fibroz klor kanal kusurudur; A1AT eksikliği proteaz-antiproteaz dengesizliğidir.,"[""Nötrofil elastaz"", ""Amfizem"", ""Karaciğer hasarı"", ""Protein katlanması""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-alfa-ketoglutarat-dehidrogenaz,Alfa-ketoglutarat dehidrogenaz,"[""Alfa-ketoglutarat dehidrogenaz"", ""alpha-ketoglutarate dehydrogenase"", ""α-ketoglutarat dehidrogenaz""]",Tıbbi Biyokimya,TCA / enzim kofaktörü,P1,TCA döngüsünde alfa-ketoglutaratı süksinil-CoA’ya çeviren çoklu kofaktörlü enzim kompleksidir.,"PDH’ye benzer şekilde TPP, lipoik asit, FAD, NAD⁺ ve CoA kullanır. Tiamin eksikliği bu tip dehidrogenaz komplekslerinde enerji üretimini bozar.",PDH ve alfa-ketoglutarat dehidrogenaz aynı temel kofaktör mantığını paylaşır.,Piruvat dehidrogenaz glikoliz-TCA bağlantısıdır; alfa-ketoglutarat dehidrogenaz TCA iç basamağıdır.,"[""Tiamin pirofosfat"", ""Lipoik asit"", ""FAD"", ""NAD+""]",7,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v189-new-282-cig-yumurta-tuketimi-sonrasi-dermatit] diagnosis.answerFeedback.optionComparison.Oksidatif dekarboksilasyon reaksiyonları: Pirüvat dehidrogenaz ve alfa-ketoglutarat dehidrogenaz gibi oksidatif dekarboksilasyon basamakları TPP, lipoat, FAD, NAD⁺ ve CoA kullanır. Çiğ yumurta akı-biotin ilişkisi bu grubu değil karboksilasyonları hedefler.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v189-new-282-cig-yumurta-tuketimi-sonrasi-dermatit] diagnosis.answerFeedback.whyWrong.Oksidatif dekarboksilasyon reaksiyonları: Pirüvat dehidrogenaz ve alfa-ketoglutarat dehidrogenaz gibi oksidatif dekarboksilasyon basamakları TPP, lipoat, FAD, NAD⁺ ve CoA kullanır. Çiğ yumurta akı-biotin ilişkisi bu grubu değil karboksilasyonları hedefler.""}]"
v399-biochemistry-argininosuksinat,Argininosüksinat,"[""Argininosüksinat"", ""argininosuccinate""]",Tıbbi Biyokimya,Üre döngüsü,P1,Sitrülin ile aspartatın birleşmesiyle oluşan üre döngüsü ara ürünüdür.,Argininosüksinat oluşumu ikinci azotun üre döngüsüne girişini temsil eder; aspartat kaynaklı azot bu basamakla döngüye katılır. Sonraki ayrılma arginin ve fumarat üretir.,Üredeki ikinci azot aspartattan gelir ve argininosüksinat basamağıyla eklenir.,Karbamoil fosfat amonyak kaynaklı ilk azotu; aspartat ikinci azotu sağlar.,"[""Sitrülin"", ""Aspartat"", ""Arginin"", ""Fumarat""]",188,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v169-new-069-protein-alimi-sonrasi-ensefalopati] diagnosis.options[1]: Argininosüksinat sentetaz eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v169-new-069-protein-alimi-sonrasi-ensefalopati] diagnosis.options[2]: Argininosüksinat liyaz eksikliği""}]"
v399-biochemistry-asetil-coa,Asetil-CoA,"[""Asetil-CoA"", ""acetyl-CoA"", ""asetil koenzim A""]",Tıbbi Biyokimya,Enerji metabolizması,P1,"Karbonhidrat, yağ asidi ve bazı aminoasit yıkımının ortak iki karbonlu metabolik ürünüdür.","Asetil-CoA sitrik asit döngüsüne girer, keton cismi sentezine katılır ve yağ asidi/kolesterol sentezi için çıkış noktasıdır. Fazlalığı piruvat karboksilazı aktive ederek glukoneogenezi destekler.",Asetil-CoA enerji fazlası/yağ yıkımı sinyalini glukoneogenez ve ketogenezle bağlar.,Asetil-CoA net glukoza dönüşemez; oksaloasetat ve glukoneogenez bağlantısı farklıdır.,"[""Sitrik asit döngüsü"", ""Ketogenez"", ""Piruvat karboksilaz"", ""HMG-CoA""]",18,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card Pirüvat dehidrogenaz eksikliği] explanation: Pirüvat asetil-CoA’ya giremediğinde laktata yönelir ve laktik asidoz gelişir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-223-extra] front: Açlıkta asetil-CoA artışı pirüvat karboksilazı neden aktive eder?""}]"
v399-biochemistry-asetoasetat,Asetoasetat,"[""Asetoasetat"", ""acetoacetate""]",Tıbbi Biyokimya,Keton metabolizması,P1,Ketogenezde oluşan temel keton cisimlerinden biridir.,Asetoasetat beta-hidroksibütirata dönüşebilir veya spontan/aseton yoluna gidebilir. Diyabetik ketoasidoz ve açlık metabolizmasında keton cismi yorumunun parçasıdır.,Keton cisimleri başlıca asetoasetat ve beta-hidroksibütirattır; aseton uçucu yan üründür.,Beta-hidroksibütirat redoks durumunu yansıtır; asetoasetat klasik keton ara ürünüdür.,"[""Ketogenez"", ""Beta-hidroksibütirat"", ""Aseton"", ""Diyabetik ketoasidoz""]",24,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v185-new-212-koyu-idrar-ve-eklem-agrisi] investigations[0].result.values[1][0]: Fumarilasetoasetat/süksinilaseton paterni""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v185-new-212-koyu-idrar-ve-eklem-agrisi] investigations[0].result.rows[1][0]: Fumarilasetoasetat/süksinilaseton paterni""}]"
v399-biochemistry-avidin,Avidin,"[""Avidin"", ""avidin proteini"", ""egg white avidin""]",Tıbbi Biyokimya,Vitamin / beslenme,P1,Çiğ yumurta beyazında bulunan ve biotini bağlayarak emilimini azaltabilen proteindir.,"Uzun süre çiğ yumurta beyazı tüketimi avidin aracılığıyla biotin eksikliği benzeri tabloya yol açabilir. Dermatit, alopesi ve nörolojik bulgular bu bağlamda sorulabilir.",Çiğ yumurta beyazı + dermatit/alopesi = avidinle biotin bağlanmasını düşün.,Biotinidaz eksikliği kalıtsal geri kazanım kusurudur; avidin beslenme kaynaklı bağlama etkisidir.,"[""Biotin"", ""Biotinidaz eksikliği"", ""Dermatit"", ""Alopesi""]",16,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v189-new-282-cig-yumurta-tuketimi-sonrasi-dermatit] learningTarget: Çiğ yumurta akındaki avidin maruziyeti, dermatit-alopesi ve karboksilaz ilişkili metabolitlerden biotin bağımlı karboksilasyon reaksiyonlarını ayırt etme.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v189-new-282-cig-yumurta-tuketimi-sonrasi-dermatit] diagnosis.explanation: Uzun süreli çiğ yumurta akı tüketimi avidin aracılığıyla biotinin bağırsaktan kullanılabilirliğini azaltabilir. Biotin, karboksilasyon reaksiyonlarında CO₂ taşıyan koenzimdir; pirüvat karboksilaz, propiyonil-KoA karboksilaz, asetil-KoA karboksilaz ve 3-metilkrotonil-KoA karboksilaz gibi enzimler bu nedenle etkilenir. Laktat, C3 propiyonilkarnitin ve 3-hidroksiizovalerik asit sapmaları bu karboksilaz bağla…""}]"
v399-biochemistry-bakir-metabolizmasi,Bakır metabolizması,"[""Bakır metabolizması"", ""copper metabolism""]",Tıbbi Biyokimya,Metal metabolizması,P1,"Bakırın emilimi, hücresel taşınması, seruloplazmine bağlanması ve safra ile atılımını kapsayan süreçtir.","Bakır birçok enzim için kofaktördür; taşınma ve atılım kusurları farklı hastalık paternleri oluşturur. Menkes emilim/dağılım kusuru, Wilson safra atılım kusuru şeklinde ayrılabilir.",Menkes ve Wilson aynı metalin farklı taşıma-atılım basamaklarıdır.,Demir metabolizması ferritin/transferrin/hepcidin eksenidir; bakır metabolizması ATP7A/ATP7B ve seruloplazminle düşünülür.,"[""Menkes hastalığı"", ""Wilson hastalığı"", ""Seruloplazmin"", ""Lizil oksidaz""]",32,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v194-new-317-genc-hastada-karaciger-ve-hareket-bulgulari] clinicalFocus: Ergen hastada karaciğer enzim yüksekliği, hareket bozukluğu ve bakır metabolizması panelini birlikte yorumlayarak primer bakır taşıyıcı defektini ayırt etme.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v194-new-317-genc-hastada-karaciger-ve-hareket-bulgulari] investigations[0].label: Bakır metabolizması paneli""}]"
v399-biochemistry-cpt,CPT I,"[""CPT I"", ""karnitin palmitoiltransferaz I"", ""carnitine palmitoyltransferase I""]",Tıbbi Biyokimya,Lipid metabolizması,P1,Uzun zincirli açil-CoA’yı dış mitokondri zarında açilkarnitine çeviren enzimdir.,"CPT I yağ asitlerinin mitokondriye girişinde ilk karnitin basamağıdır ve malonil-CoA tarafından inhibe edilir. Bu inhibisyon, yağ asidi sentezi aktifken yağ asidi yıkımını kapatır.",Malonil-CoA CPT I’i inhibe eder; sentez varken yıkım baskılanır.,CPT II iç zar/matriks tarafında açilkarnitini tekrar açil-CoA’ya çevirir.,"[""Karnitin şatılı"", ""Malonil-CoA"", ""Yağ asidi beta oksidasyonu"", ""Açilkarnitin""]",198,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v174-new-095-aclik-sonrasi-hipoglisemik-atak] diagnosis.options[2]: Carnitine palmitoyltransferase I eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v174-new-095-aclik-sonrasi-hipoglisemik-atak] diagnosis.answerFeedback.optionComparison.Carnitine palmitoyltransferase I eksikliği: CPT I uzun zincirli yağ asitlerinin mitokondriye girişinde görev yapar ve uzun zincirli açilkarnitin paterniyle ilişkilidir. Bu vakada orta zincirli açilkarnitin artışı MCAD eksikliğini daha doğrudan gösterir.""}]"
v399-biochemistry-cpt,CPT II,"[""CPT II"", ""karnitin palmitoiltransferaz II"", ""carnitine palmitoyltransferase II""]",Tıbbi Biyokimya,Lipid metabolizması,P1,Açilkarnitini mitokondri matriksinde tekrar açil-CoA’ya çeviren karnitin şatılı enzimidir.,"CPT II kusuru özellikle uzun süreli egzersiz veya açlık sonrası kas ağrısı, miyoglobinüri ve rabdomiyolizle sorulabilir. Bu patern kas enerji ihtiyacında uzun zincirli yağ asidi kullanımının bozulmasıyla açıklanır.",Egzersiz/açlık sonrası miyoglobinüri + yağ asidi oksidasyon kusuru CPT II’yi düşündürebilir.,MCAD daha çok orta zincirli yağ asidi oksidasyonudur; CPT II uzun zincirli giriş sistemindedir.,"[""CPT II eksikliği"", ""Karnitin şatılı"", ""Miyoglobinüri"", ""Rabdomiyoliz""]",56,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card CPT II eksikliği] topic: CPT II eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry TUS Pearl Card CPT II eksikliği] mainAnswer: Karnitin palmitoiltransferaz II eksikliği.""}]"
v399-biochemistry-cori-dongusu,Cori döngüsü,"[""Cori döngüsü"", ""laktat-glukoz döngüsü"", ""Cori cycle""]",Tıbbi Biyokimya,Karbonhidrat metabolizması,P1,Kas veya eritrositte oluşan laktatın karaciğerde glukoza çevrilip tekrar periferik dokulara gönderilmesidir.,Anaerobik glikolizde oluşan laktat karaciğere taşınır ve glukoneogenezle glukoza dönüştürülür. Bu döngü enerji maliyetini karaciğere yükleyerek periferik dokuların glukoz kullanımını sürdürür.,Laktat karaciğerde glukoza döner: Cori döngüsü.,Alanin döngüsü amino azot taşır; Cori döngüsü laktat-karbon taşır.,"[""Laktat"", ""Glukoneogenez"", ""Anaerobik glikoliz"", ""Alanin döngüsü""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-dalli-zincirli-alfa-ketoasitler,Dallı zincirli alfa-ketoasitler,"[""Dallı zincirli alfa-ketoasitler"", ""branched-chain alpha-ketoacids"", ""BCKA""]",Tıbbi Biyokimya,Aminoasit metabolizması,P1,Dallı zincirli aminoasitlerin transaminasyon sonrası oluşan ketoasit formlarıdır.,MSUD’de BCKD kompleksi çalışmadığı için bu alfa-ketoasitler oksidatif dekarboksilasyona giremez ve birikir. Birikim nörolojik toksisite ve karakteristik kokuya katkı sağlar.,MSUD’de sadece aminoasitler değil alfa-ketoasitleri de birikir.,Organik asidemiler farklı acil metabolit paternleri yapar; MSUD dallı zincirli ketoasitlerle ayrılır.,"[""Dallı zincirli aminoasitler"", ""BCKD kompleksi"", ""MSUD"", ""Lösin""]",42,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-117-yenidoganda-beslenme-bozulmasi-ve-ozel-idrar-kokusu] investigations[1].summary: Dallı zincirli alfa-ketoasitlerin ve ketonların artması, amino asit transaminasyonundan sonra oksidatif dekarboksilasyon basamağında ilerleyemeyen metabolit yükünü gösterir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-117-yenidoganda-beslenme-bozulmasi-ve-ozel-idrar-kokusu] investigations[1].clinicalMeaning: Dallı zincirli alfa-ketoasitlerin ve ketonların artması, amino asit transaminasyonundan sonra oksidatif dekarboksilasyon basamağında ilerleyemeyen metabolit yükünü gösterir.""}]"
v399-biochemistry-elastin,Elastin,"[""Elastin"", ""elastin protein""]",Tıbbi Biyokimya,Bağ dokusu biyokimyası,P1,Dokulara esneklik kazandıran elastik lif proteinidir.,"Elastin özellikle akciğer, damar ve deri esnekliği için önemlidir. Fibrillin mikrofibrilleri elastik lif organizasyonunda iskelet görevi görür.",Elastin esneklik sağlar; fibrillin elastik lif organizasyonunda önemlidir.,Kollajen çekme dayanıklılığı; elastin esneklik sağlar.,"[""Fibrillin-1"", ""Elastik lif"", ""Aort duvarı"", ""Lizil oksidaz""]",2,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-236-extra] explanation: Lizil oksidaz, kollajen ve elastinde lizil kalıntılarının oksidatif deaminasyonunu yaparak çapraz bağ oluşumunu başlatır. Bakır eksikliği veya bakır taşınma bozukluklarında bağ dokusu dayanıklılığı azalabilir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-238-extra] explanation: Lizil oksidaz kollajen ve elastin çapraz bağlanmasında bakır bağımlı çalışır. Menkes’te dokulara bakır taşınamadığı için bu enzim yeterince çalışamaz; damar, deri, saç ve bağ dokusu dayanıklılığı azalır.""}]"
v399-biochemistry-fad,FAD,"[""FAD"", ""flavin adenine dinucleotide"", ""flavin adenin dinükleotid""]",Tıbbi Biyokimya,Vitamin / redoks kofaktörü,P1,Riboflavin kaynaklı elektron taşıyıcı koenzimdir.,"FAD özellikle dehidrogenaz reaksiyonlarında elektron alıp verir. Süksinat dehidrogenaz, açil-CoA dehidrogenaz ve PDH/α-ketoglutarat dehidrogenaz kompleksleriyle ilişkilidir.",FAD B2 kökenlidir ve dehidrogenazlarda sık karşına çıkar.,NAD⁺ çoğunlukla hidrit alıcıdır; FAD enzim bağlı flavin kofaktörü olarak çalışabilir.,"[""Riboflavin"", ""Açil-CoA dehidrogenaz"", ""Süksinat dehidrogenaz"", ""Piruvat dehidrogenaz""]",109,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v169-new-069-protein-alimi-sonrasi-ensefalopati] stem: Doğumdan sonraki ilk gün belirgin sorunu olmayan erkek yenidoğanın, anne sütü ve formula alımı arttıkça emmesinin bozulduğu, kusma ve giderek artan uykuya eğilim geliştiği öğrenilir. Aile, benzer şekilde yenidoğan döneminde kaybedilmiş erkek bebek öyküsü olduğunu ifade eder. Ateş, belirgin enfeksiyon odağı veya ağır dehidratasyon saptanmamıştır. Klinik kötüleşme özellikle protein yükünün artmasıyla belirginleşmiştir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v169-new-069-protein-alimi-sonrasi-ensefalopati] patientIntro.historySummary: Doğumdan sonraki ilk gün belirgin sorunu olmayan erkek yenidoğanın, anne sütü ve formula alımı arttıkça emmesinin bozulduğu, kusma ve giderek artan uykuya eğilim geliştiği öğrenilir. Aile, benzer şekilde yenidoğan döneminde kaybedilmiş erkek bebek öyküsü olduğunu ifade eder. Ateş, belirgin enfeksiyon odağı veya ağır dehidratasyon saptanmamıştır. Klinik kötüleşme özellikle protein yükünün artmasıyla bel…""}]"
v399-biochemistry-fenilketonlar,Fenilketonlar,"[""Fenilketonlar"", ""phenylketones"", ""fenilketon metabolitleri""]",Tıbbi Biyokimya,Aminoasit metabolizması,P1,Fenilalanin birikimi sonrası oluşan alternatif aromatik metabolit grubudur.,"Fenilalanin hidroksilaz yolu tıkanınca fenilalanin transaminasyonla fenilketonlara yönelir. Bu metabolitler klasik PKU’daki koku, nörotoksisite ve tarama mantığıyla ilişkilendirilir.",Fenilketonüri adını fenilketon metabolitlerinin birikiminden alır.,Fenilketon birikimi PKU; dallı zincirli ketoasit birikimi MSUD için tipiktir.,"[""Fenilpirüvat"", ""Fenilketonüri"", ""Fenilalanin hidroksilaz"", ""BH4""]",4,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v185-new-211-bebekte-gelisim-geriligi-ve-kuf-kokusu] diagnosis.answerFeedback.coreKnowledge: Fenilalanin hidroksilaz eksikliğinde fenilalanin tirozine çevrilemez; fenilalanin/fenilketonlar birikir, tirozin göreceli azalır ve tirozin çocukta koşullu esansiyel hale gelir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v185-new-211-bebekte-gelisim-geriligi-ve-kuf-kokusu] diagnosis.coreKnowledge: Fenilalanin hidroksilaz eksikliğinde fenilalanin tirozine çevrilemez; fenilalanin/fenilketonlar birikir, tirozin göreceli azalır ve tirozin çocukta koşullu esansiyel hale gelir.""}]"
v399-biochemistry-fenilpiruvat,Fenilpirüvat,"[""Fenilpirüvat"", ""phenylpyruvate""]",Tıbbi Biyokimya,Aminoasit metabolizması,P1,Fenilalanin birikimi sonrası alternatif yollarda oluşan fenilketon metabolitidir.,Klasik PKU’da fenilalanin tirozine dönüşemediğinde fenilpirüvat ve ilişkili fenilketonlar artar. İdrarda/kanda fenilketon birikimi hastalığın adını ve nörotoksisite mantığını açıklar.,PKU’da fenilketonların artışı fenilalaninin alternatif yollara kaymasıyla oluşur.,Fenilpirüvat PKU metabolitidir; homogentisik asit alkaptonüriyle ilişkilidir.,"[""Fenilketonüri"", ""Fenilalanin"", ""Fenilketonlar"", ""Tirozin""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-ferroportin,Ferroportin,"[""Ferroportin"", ""ferroportin""]",Tıbbi Biyokimya,Demir metabolizması,P1,Enterosit ve makrofajlardan kana demir çıkışını sağlayan demir eksport proteinidir.,Hepcidin ferroportini baskılayarak demirin kana geçişini azaltır. İnflamasyon anemisinde hepcidin artışı demir mobilizasyonunu kısıtlar.,Hepcidin ferroportini kapatır; serum demiri azalır.,Transferrin demiri kanda taşır; ferroportin hücreden kana çıkarır.,"[""Hepcidin"", ""Demir metabolizması"", ""Transferrin"", ""Ferritin""]",18,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v194-new-317-genc-hastada-karaciger-ve-hareket-bulgulari] diagnosis.options[4]: Ferroportin aracılı makrofaj ve hepatosit demir çıkışının bozulması""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v194-new-317-genc-hastada-karaciger-ve-hareket-bulgulari] diagnosis.answerFeedback.optionComparison.Ferroportin aracılı makrofaj ve hepatosit demir çıkışının bozulması: Ferroportin hastalığında demir çıkışı ve ferritin/transferrin satürasyonu paterni ön plandadır. Olgudaki ayırıcı veriler demir homeostazından çok bakırın serüloplazmin ve safra hattındaki işlenmesine yöneliktir.""}]"
v399-biochemistry-fruktoz-1-6-bisfosfat,"Fruktoz-1,6-bisfosfat","[""Fruktoz-1,6-bisfosfat"", ""fructose-1,6-bisphosphate"", ""F1,6BP""]",Tıbbi Biyokimya,Glukoneogenez / glikoliz,P1,Glikoliz ve glukoneogenez arasında kontrol noktası olan fosforillenmiş fruktoz ara ürünüdür.,"Glikolizde fosfofruktokinaz-1 ile oluşur; glukoneogenezde fruktoz-1,6-bisfosfataz tarafından geri çevrilir. Bu nedenle enerji durumuna göre glukoz yıkımı veya üretimi yönünü belirleyen önemli bir kavşaktır.","PFK-1 glikolizin hız kısıtlayıcı basamağıdır; F1,6BP bu karar noktasının ürünüdür.","Fruktoz-1-fosfat herediter fruktoz intoleransında; fruktoz-1,6-bisfosfat glikoliz/glukoneogenez kontrolünde önemlidir.","[""PFK-1"", ""Fruktoz-1,6-bisfosfataz"", ""Glikoliz"", ""Glukoneogenez""]",136,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v194-new-315-meyve-puresi-sonrasi-kusma-ve-hipoglisemi] diagnosis.options[4]: Fruktoz-1,6-bisfosfataz eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case ai-spot-vakasiz-secki-071] options[1].text: Fosfofruktokinaz-1 aktivasyonu ve fruktoz-1,6-bisfosfataz inhibisyonu""}]"
