id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples,answerLeakRisk,ambiguityRisk
v404-pediatrics-pda-kapatma-tedavisi,PDA kapatma tedavisi,PDA kapatma tedavisi,Çocuk Sağlığı ve Hastalıkları,Pediatrik kardiyoloji / Duktus yönetimi,P1,Patent duktus arteriozusun farmakolojik veya girişimsel olarak kapatılmasıdır.,Prematürelerde prostaglandin sentezini azaltan indometazin veya ibuprofen duktus kapanmasını destekleyebilir. Duktus bağımlı lezyonlarda ise tam tersi PGE1 ile açık tutulur.,PDA kapatmak için indometazin/ibuprofen; duktus bağımlı lezyonda PGE1 verilir.,PDA tedavisi hemodinamik etkiye bağlıdır; her üfürüm acil kapatma gerektirmez.,PDA; İndometazin; Prostaglandin E1,2,PDA kapatma tedavisi || PDA kapatma tedavisinde prostaglandin sentezi inhibe edilir; duktus bağımlı lezyonda ise duktus açık tutulur.,low,low
v404-pediatrics-comelme-davranisi,Çömelme davranışı,Çömelme davranışı,Çocuk Sağlığı ve Hastalıkları,Pediatrik kardiyoloji / Klinik kompansasyon,P1,Siyanotik çocukta çömelerek sistemik vasküler direnci artırma davranışıdır.,Fallot tetralojisinde SVR artışı sağ-sol şantı azaltır ve pulmoner akımı görece artırarak siyanozu hafifletebilir. Bu davranış tanısal ipucu olarak değerlidir.,Çömelme siyanozu azaltıyorsa Fallot tetralojisi düşün.,Egzersiz sonrası dinlenmek nonspesifiktir; tekrarlayan çömelme davranışı şant fizyolojisini düşündürür.,Fallot tetralojisi; Hipoksik spell; Sistemik vasküler direnç,1,Siyanotik çocukta çömelme davranışı hangi kalp hastalığında hipoksiyi azaltabilir?,low,low
v404-pediatrics-sabit-cift-s2,Sabit çift S2,Sabit çift S2,Çocuk Sağlığı ve Hastalıkları,Pediatrik kardiyoloji / Oskültasyon,P1,Solunumla değişmeyen geniş çift ikinci kalp sesidir.,ASD’de sağ kalbe sürekli hacim yükü pulmoner kapak kapanmasını geciktirir ve S2 sabit çift duyulur. Çocukta üfürümden çok sabit çift S2 tanısal olabilir.,Sabit çift S2 ASD için klasik oskültasyon bulgusudur.,Fizyolojik çiftleşme inspiryumda artar; ASD’de sabit kalır.,ASD; Sağ kalp hacim yükü; Pulmoner akım,8,ASD sabit çift S2 || sabit çift S2,low,low
v404-pediatrics-propiyonik-asidemi,Propiyonik asidemi,Propiyonik asidemi,Çocuk Sağlığı ve Hastalıkları,Pediatrik metabolizma / Organik asidemi,P1,Propionil-CoA karboksilaz eksikliğine bağlı organik asidemi tablosudur.,"Protein alımı veya katabolizma sonrası kusma, letarji, metabolik asidoz, ketozis ve hiperamonyemi gelişebilir. Tedavide protein kısıtlaması, karnitin ve akut dönemde katabolizmayı durdurma önemlidir.","Ketotik asidoz + hiperamonyemi organik asidemi, özellikle propiyonik/metilmalonik asidemi düşündürür.",Üre döngüsü defektinde respiratuvar alkaloz ve asidozsuz hiperamonyemi daha tipiktir.,Organik asidemi; Propionil-CoA karboksilaz; Karnitin,11,Propiyonik asidemi || Propiyonik asidemi.,low,low
v404-pediatrics-cay-rengi-idrar,Çay rengi idrar,Çay rengi idrar,Çocuk Sağlığı ve Hastalıkları,Pediatrik nefroloji / Hematüri bulgusu,P1,Glomerüler kaynaklı hematüride idrarın koyu kahverengi/çay renginde görünmesidir.,Eritrositler glomerülden geçerken şekil değiştirir ve idrar rengi parlak kırmızıdan çok çay-kola rengine dönebilir. Poststreptokokal GN ve IgA nefropatisi gibi nefritik tabloları düşündürür.,Çay rengi idrar glomerüler hematüri ipucudur.,Alt üriner sistem kanamasında idrar daha parlak kırmızı ve pıhtılı olabilir.,Poststreptokokal glomerülonefrit; Eritrosit silendiri; Nefritik sendrom,8,"Ailesi, göz kapaklarındaki şişliğin üç gündür özellikle sabahları belirginleştiğini ve gün içinde ayak bileklerine doğru yayıldığını anlatır. Son bir haftada idrarın köpüklü fark edildiği, ancak çay rengi idrar, yanma, ateş veya belirgin karın ağrısı olmadığı öğrenilir. Yakınmalar, hafif üst solunum yolu enfeksiyonundan birkaç gün sonra başlamıştır. Çocuğun bilinen böbrek hastalığı, işitme sorunu veya ailede erken böbrek yetmezliği öykü || Ailesi, göz kapaklarındaki şişliğin üç gündür özellikle sabahları belirginleştiğini ve gün içinde ayak bileklerine doğru yayıldığını anlatır. Son bir haftada idrarın köpüklü fark edildiği, ancak çay rengi idrar, yanma, ateş veya belirgin karın ağrısı olmadığı öğrenilir. Yakınmalar, hafif üst solunum yolu enfeksiyonundan birkaç gün sonra başlamıştır. Çocuğun bilinen böbrek hastalığı, işitme sorunu veya ailede erken böbrek yetmezliği öykü",low,low
v404-pediatrics-shiga-toksin-iliskili-hus,Shiga toksin ilişkili HÜS,Shiga toksin ilişkili HÜS,Çocuk Sağlığı ve Hastalıkları,Pediatrik nefroloji / Post-diyareik HÜS,P1,EHEC veya Shigella sonrası Shiga toksininin endotel hasarıyla HÜS oluşturmasıdır.,"Toksin glomerüler endoteli zedeler, trombosit tüketimi ve eritrosit parçalanması gelişir. Kanlı ishalden günler sonra oligüri ve solukluk klasik zaman çizgisidir.",Kanlı ishalden 5-10 gün sonra HÜS gelişmesi Shiga toksin ilişkisini düşündürür.,İmmün trombositopenide böbrek yetmezliği ve şistosit beklenmez.,Hemolitik üremik sendrom; EHEC; Şistosit,2,"Shiga toksin ilişkili HÜS’te antibiyotik/antimotilite tuzaklarından kaçınarak sıvı dengesi, hipertansiyon kontrolü, elektrolit izlemi ve diyaliz endikasyonlarını açıklayabilme. || Shiga toksin ilişkili HUS gelişme riski olan kanlı ishalde antibiyotik ve antimotilite ilaçlarından neden kaçınılır?",low,low
v404-pediatrics-basit-febril-nobet,Basit febril nöbet,Basit febril nöbet,Çocuk Sağlığı ve Hastalıkları,Pediatrik nöroloji / Ateşli nöbet,P1,"Kısa süreli, jeneralize, 24 saat içinde tekrarlamayan febril nöbettir.",Nöbet sonrası çocuk hızla toparlar ve nörolojik defisit beklenmez. Tedavi çoğunlukla aile eğitimi ve ateş nedeninin değerlendirilmesidir; rutin uzun süreli antiepileptik gerekmez.,Basit febril nöbet benign seyreder; uzun süreli antiepileptik rutin değildir.,"Kompleks febril nöbet fokal, 15 dakikadan uzun veya 24 saatte tekrarlayan nöbettir.",Febril nöbet; Kompleks febril nöbet; Ateş,34,"Ateşle ilişkili kısa nöbet başvurusunda basit febril nöbet, komplike nöbet, menenjit ve metabolik nedenleri ayırma. || Basit febril nöbet",low,low
v404-pediatrics-katilma-nobeti,Katılma nöbeti,Katılma nöbeti,Çocuk Sağlığı ve Hastalıkları,Pediatrik nöroloji / Benign paroksismal olay,P1,"Ağlama veya korku sonrası soluk tutma, morarma/solukluk ve kısa bilinç kaybıyla giden benign çocukluk olayıdır.",Genellikle hızlı düzelir ve postiktal dönem belirgin değildir. Aile için korkutucu olsa da tipik öykü epileptik nöbetten ayırmada değerlidir.,Ağlama sonrası morarma ve hızlı düzelme katılma nöbetini düşündürür.,Epileptik nöbette tetikleyici ağlama şart değildir ve postiktal uyku/konfüzyon daha belirgin olabilir.,Siyanotik katılma nöbeti; Postiktal dönem; Aile eğitimi,11,Katılma nöbeti || Katılma nöbeti.,low,low
v404-pediatrics-arefleksi,Arefleksi,Arefleksi,Çocuk Sağlığı ve Hastalıkları,Pediatrik nöromüsküler / Muayene bulgusu,P1,Derin tendon reflekslerinin alınamamasıdır.,"Alt motor nöron, periferik sinir veya kas-sinir birimi hastalıklarında görülebilir. SMA tip 1 ve Guillain-Barré gibi tablolarla birlikte yorumlanır.",Arefleksi periferik/alt motor nöron etkilenimini düşündürür.,Üst motor nöron lezyonlarında hiperrefleksi beklenir.,Spinal musküler atrofi tip 1; Guillain-Barré sendromu; Alt motor nöron,14,"Guillain-Barré sendromu genellikle akut/subakut asendan güçsüzlük, arefleksi ve sıklıkla enfeksiyon sonrası hızlı ilerleyen tabloyla seyreder. Bu vakada yıllar içinde ilerleyen motor gecikme, psödohipertrofi ve kronik çok yüksek CK bu tanıyla uyumlu değildir. || Guillain-Barré sendromu genellikle akut/subakut asendan güçsüzlük, arefleksi ve sıklıkla enfeksiyon sonrası hızlı ilerleyen tabloyla seyreder. Bu vakada yıllar içinde ilerleyen motor gecikme, psödohipertrofi ve kronik çok yüksek CK bu tanıyla uyumlu değildir.",low,low
v404-pediatrics-baldir-psodohipertrofisi,Baldır psödohipertrofisi,Baldır psödohipertrofisi,Çocuk Sağlığı ve Hastalıkları,Pediatrik nöromüsküler / Muayene bulgusu,P1,Kas lifleri yerine yağ ve bağ dokusu artışına bağlı baldırların büyük görünmesidir.,"Duchenne musküler distrofide kas dejenerasyonu sonucu baldırlar güçlü değil, yalancı büyümüş görünür. Bu bulgu Gowers ile birlikte çok yüksek verimli ipucudur.","Baldır büyüklüğü güç değil, psödohipertrofi olabilir; DMD’yi düşündürür.",Atletik hipertrofi fonksiyonel güçle gider; psödohipertrofide güçsüzlük vardır.,Duchenne musküler distrofi; Gowers bulgusu; Distrofin,49,"Duchenne musküler distrofisinde yaş, cinsiyet, motor gecikme, baldır psödohipertrofisi, Gowers manevrası ve çok yüksek CK paternini benzer nöromüsküler hastalıklardan ayırabilme. || Proksimal güçsüzlük, Gowers manevrası ve baldır psödohipertrofisi distrofinopati paternini destekler; duyu kaybı veya üst motor nöron bulgusu olmaması bazı çeldiricileri zayıflatır.",low,low
v404-pediatrics-dil-fasikulasyonu,Dil fasikülasyonu,Dil fasikülasyonu,Çocuk Sağlığı ve Hastalıkları,Pediatrik nöromüsküler / Muayene bulgusu,P1,Dilde ince kas seğirmelerinin görülmesidir.,Alt motor nöron etkilenimini düşündürür; bebekte hipotoni ve arefleksiyle birlikte SMA tip 1 için güçlü ipucudur. Muayenede dikkatli gözlemle saptanır.,Hipotonik bebekte dil fasikülasyonu SMA lehinedir.,Santral hipotonide refleksler artabilir; SMA’da alt motor nöron bulguları vardır.,Spinal musküler atrofi tip 1; Arefleksi; Hipotoni,9,"Bebekte hipotoni, dil fasikülasyonu ve arefleksi hangi motor nöron hastalığını düşündürür? || dil fasikülasyonu",low,low
v404-pediatrics-gowers-bulgusu,Gowers bulgusu,Gowers bulgusu,Çocuk Sağlığı ve Hastalıkları,Pediatrik nöromüsküler / Muayene bulgusu,P1,Çocuğun yerden kalkarken elleriyle bacaklarına tırmanarak doğrulmasıdır.,Proksimal kas güçsüzlüğünü gösterir ve Duchenne musküler distrofi için klasik ipucudur. Kalça-kuadriseps güçsüzlüğü nedeniyle gövdeyi kaldırmak için üst ekstremiteler destek olarak kullanılır.,Gowers bulgusu proksimal kas güçsüzlüğünü gösterir.,Serebellar atakside dengesizlik baskın olabilir; Gowers kas güçsüzlüğü paternidir.,Duchenne musküler distrofi; Proksimal kas güçsüzlüğü; Distrofin,9,"Erken çocuklukta progresif proksimal kas güçsüzlüğünü, Gowers bulgusu ve CK yüksekliğiyle birlikte değerlendirerek Duchenne musküler distrofisini ayırt etme. || Becker musküler distrofisi aynı genetik spektrumda yer alabilir; ancak genellikle daha geç başlangıçlı ve daha yavaş seyirlidir. Beş yaşında belirgin Gowers bulgusu, sık düşme, merdiven çıkamama ve çok yüksek CK Duchenne formunu daha olası kılar.",low,low
v404-pediatrics-lokokori,Lökokori,Lökokori,Çocuk Sağlığı ve Hastalıkları,Pediatrik oftalmoloji / Göz bulgusu,P1,Pupillada normal kırmızı refle yerine beyaz refle görülmesidir.,"Retinoblastom, konjenital katarakt, prematüre retinopatisi gibi nedenleri olabilir. Fotoğrafta beyaz pupilla aile tarafından fark edilebilir ve malignite dışlanana kadar önemlidir.",Lökokori retinoblastom dışlanana kadar ciddi kabul edilir.,Şaşılık tek başına benign olabilir; lökokori malign göz tümörü alarmıdır.,Retinoblastom; Kırmızı refle; Konjenital katarakt,60,"Süt çocuğunda fotoğrafta beyaz pupilla, asimetrik kırmızı refle ve şaşılık paterninden retinoblastomu diğer lökokori nedenlerinden ayırt etme. || Lökokori ile başvuran çocukta retinoblastomu konjenital katarakt, persistan fetal vaskülarite, Coats hastalığı ve oküler toksokariazisten klinik ve görüntüleme bulgularıyla ayırt etme.",low,low
v404-pediatrics-kirmizi-refle,Kırmızı refle,Kırmızı refle,Çocuk Sağlığı ve Hastalıkları,Pediatrik oftalmoloji / Tarama muayenesi,P1,Oftalmoskopla pupilladan retinal yansımanın kırmızı-turuncu görülmesidir.,Asimetri veya beyaz refle lökokori nedenlerini düşündürür. Yenidoğan ve çocuk muayenesinde katarakt ve retinoblastom taramasında basit ama kritik bir bulgudur.,Kırmızı refle kaybı/lökokori retinoblastom ve katarakt açısından alarmdır.,Normal kırmızı refle göz içi opasite veya retinal kitle olasılığını azaltır.,Lökokori; Retinoblastom; Konjenital katarakt,39,"Süt çocuğunda fotoğrafta beyaz pupilla, asimetrik kırmızı refle ve şaşılık paterninden retinoblastomu diğer lökokori nedenlerinden ayırt etme. || Sağ kırmızı refle belirgin azalmış, sol kırmızı refle simetrik ve parlaktır.",low,low
v404-pediatrics-nazal-aspirasyon,Nazal aspirasyon,Nazal aspirasyon,Çocuk Sağlığı ve Hastalıkları,Pediatrik pulmonoloji / Destek tedavisi,P1,Bebeklerde üst hava yolu sekresyonlarının temizlenmesi işlemidir.,Bronşiolitte burun tıkanıklığı beslenmeyi ve solunumu zorlaştırabilir. Nazal aspirasyon özellikle küçük bebekte oksijenlenme ve beslenmeyi destekleyen basit ama etkili destek basamağıdır.,"Bronşiolitte spesifik antiviral değil, nazal aspirasyon-hidrasyon-oksijen gibi destek tedavisi ön plandadır.",Epiglottitte hava yolu manipülasyonundan kaçınılır; bronşiolitte nazal sekresyon temizliği destekleyicidir.,Bronşiolit; Oksijen desteği; Beslenme güçlüğü,18,"Bronşiolitte rutin bronkodilatör/steroid/antibiyotik yerine oksijenlenme, nazal aspirasyon ve hidrasyon önceliğini ayırt edebilme. || Oksijen desteği, nazal aspirasyon ve hidrasyonun sağlanması",low,low
v404-pediatrics-tek-tarafli-hisilti,Tek taraflı hışıltı,Tek taraflı hışıltı,Çocuk Sağlığı ve Hastalıkları,Pediatrik pulmonoloji / Fizik muayene,P1,Wheezing bulgusunun bir hemitoraksta belirgin olmasıdır.,Diffüz astımdan farklı olarak lokalize obstrüksiyon düşündürür; çocukta özellikle yabancı cisim aspirasyonu akla gelir. Tanıklı boğulma öyküsü tanıyı güçlendirir.,Fokal wheezing + ani başlangıç = yabancı cisim aspirasyonu.,Astımda wheezing çoğunlukla bilateral/diffüzdür.,Yabancı cisim aspirasyonu; Hava hapsi; Rijit bronkoskopi,22,"Ani başlayan tek taraflı hışıltı || Çocuk, fındık yerken ani öksürük ve sonrasında devam eden tek taraflı hışıltı nedeniyle acile getiriliyor.",low,low
v404-pediatrics-hava-hapsi,Hava hapsi,Hava hapsi,Çocuk Sağlığı ve Hastalıkları,Pediatrik pulmonoloji / Görüntüleme,P1,Obstrüksiyon nedeniyle havanın distal akciğer segmentinden çıkamamasıdır.,Yabancı cisim aspirasyonunda valf mekanizmasıyla özellikle ekspirasyon grafisinde etkilenen tarafta hiperinflasyon görülebilir. Bu bulgu fokal obstrüksiyonu destekler.,Yabancı cisimde ekspiratuvar filmde tek taraflı hava hapsi görülebilir.,Bronşiolitte hava hapsi daha diffüz olabilir; yabancı cisimde fokal/lokalize patern önemlidir.,Yabancı cisim aspirasyonu; Tek taraflı hışıltı; Ekspirasyon grafisi,68,"Mekonyum aspirasyonuna bağlı distal hava yolu tıkanıklığı ve hava hapsi || Mekonyum aspirasyonunda mekonyumlu amniyon, kaba infiltrasyonlar, hiperinflasyon ve hava hapsi beklenir. Bu bebekte amniyon sıvısı berraktır ve grafi düşük hacimli RDS paterni gösterir.",low,low
v404-pediatrics-palpabl-purpura,Palpabl purpura,Palpabl purpura,Çocuk Sağlığı ve Hastalıkları,Pediatrik romatoloji / Döküntü bulgusu,P1,Ciltte ele gelen mor-kırmızı purpurik döküntüdür.,"Damar duvarı inflamasyonu nedeniyle eritrosit ekstravazasyonu ve ödem oluşur. Çocukta alt ekstremite-kalça yerleşimi, karın ağrısı ve artralji ile IgA vaskülitini düşündürür.",Palpabl purpura trombositopeniden çok vaskülit düşündüren bir döküntüdür.,Peteşi/purpura trombositopenide düz olabilir; palpabl olması vasküliti destekler.,IgA vasküliti; Artralji; Karın ağrısı,129,"Palpabl purpura ve karın ağrısı || IgA vaskülitinde palpabl purpura, gastrointestinal yakınma, artralji ve renal bulguları trombositopenik purpuradan ayırma.",low,low
v404-pediatrics-ko-oksimetri,Ko-oksimetri,Ko-oksimetri,Çocuk Sağlığı ve Hastalıkları,Pediatrik toksikoloji / CO tanısı,P1,Karboksihemoglobin gibi dishemoglobinleri ölçebilen özel oksimetri yöntemidir.,Karbon monoksit zehirlenmesinde standart pulse oksimetre yanlış normal gösterebilir; çünkü oksihemoglobin ve karboksihemoglobini ayırt edemez. Ko-oksimetri tanısal doğrulama sağlar.,CO zehirlenmesinde normal SpO2 yanıltıcıdır; ko-oksimetri gerekir.,Arter kan gazı PaO2 normal olabilir; sorun hemoglobinin oksijen taşıyamamasıdır.,Karbonmonoksit zehirlenmesi; Karboksihemoglobin; Pulse oksimetre yanılsaması,25,"Karbon monoksit maruziyetinde ortak çevresel öykü, normal pulse oksimetre yanılsaması, ko-oksimetri bulgusu ve acil oksijen tedavisi kararını ayırt etme. || Ko-oksimetri",low,low
v404-pediatrics-hiperbarik-oksijen,Hiperbarik oksijen,Hiperbarik oksijen,Çocuk Sağlığı ve Hastalıkları,Pediatrik toksikoloji / CO tedavisi,P1,Seçilmiş ağır karbon monoksit zehirlenmelerinde yüksek basınç altında oksijen verilmesidir.,"CO’nun hemoglobinden ayrılmasını hızlandırır ve doku oksijenlenmesini artırır. Bilinç kaybı, ciddi nörolojik bulgu, kardiyak iskemi veya gebelik gibi durumlarda gündeme gelir.",Ağır CO zehirlenmesinde hiperbarik oksijen düşünülür.,Tüm baş ağrılı olgularda gerekmez; ağırlık kriterleri ve klinik risk belirleyicidir.,Karbonmonoksit zehirlenmesi; Karboksihemoglobin; Ko-oksimetri,9,"Hiperbarik oksijen merkezine sevk planlayıp acil oksijen tedavisini ertelemek || Hiperbarik oksijen ağır nörolojik/kardiyak etkilenme, gebelik veya çok yüksek karboksihemoglobin gibi seçilmiş durumlarda ayrıca değerlendirilir; ancak değerlendirme süreci normobarik yüksek akımlı oksijeni geciktirmemelidir.",low,low
v404-pediatrics-karboksihemoglobin,Karboksihemoglobin,Karboksihemoglobin,Çocuk Sağlığı ve Hastalıkları,Pediatrik toksikoloji / Dishemoglobin,P1,Karbon monoksitin hemoglobine bağlanmasıyla oluşan formdur.,"CO oksijen bağlanmasını engeller ve oksijen ayrılmasını da zorlaştırır; doku hipoksisi gelişir. Baş ağrısı, bulantı, bilinç değişikliği ve aynı ortamda birden çok kişide yakınma önemli ipucudur.","CO zehirlenmesinde karboksihemoglobin artar, pulse oksimetre yanıltıcı olabilir.",Methemoglobinemide demir Fe3+ formuna oksitlenir; CO zehirlenmesinde CO-Hb oluşur.,Karbonmonoksit zehirlenmesi; Ko-oksimetri; Doku hipoksisi,40,"Pulse oksimetrede normal satürasyon görülmesi, karboksihemoglobini ayırt edemediği için karbon monoksit zehirlenmesini dışlamaz. || Pulse oksimetrede normal satürasyon görülmesi, karboksihemoglobini ayırt edemediği için karbon monoksit zehirlenmesini dışlamaz.",low,low
