id,term,aliases,category,subcategory,priority,occurrenceCount,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,sourceTextExamples
v405-general-surgery-douglas-retrovezikal-sivi,Douglas/retrovezikal sıvı,"[""Douglas/retrovezikal sıvı"", ""Douglas/retrovezikal alanda serbest sıvı"", ""Douglas’ta serbest sıvı"", ""Douglas boşluğu"", ""retrovezikal sıvı""]",Genel Cerrahi,Travma / serbest sıvı,P1,6,"Pelviste, özellikle Douglas veya retrovezikal alanda serbest sıvı izlenmesidir.",FAST veya USG’de pelvik serbest sıvı travmada hemoperitoneumu düşündürebilir. Hemodinamik instabiliteyle birlikteyse tanısal değil karar verdirici bir bulgudur.,İnstabil travmada Douglas/retrovezikal sıvı intraabdominal kanama lehine güçlü ipucudur.,Fizyolojik az miktarda pelvik sıvı özellikle kadınlarda görülebilir; travma ve instabilite bağlamı önemlidir.,"[""FAST pozitifliği"", ""Hemoperitoneum"", ""Acil laparotomi""]","[{""sourceFilePath"": ""src/data/cases.js::v174-new-093-travma-sonrasi-karin-hassasiyeti.investigations[1].result.values[2][1]"", ""text"": ""Douglas/retrovezikal alanda serbest sıvı izleniyor""}, {""sourceFilePath"": ""src/data/cases.js::v174-new-093-travma-sonrasi-karin-hassasiyeti.investigations[1].result.rows[2][1]"", ""text"": ""Douglas/retrovezikal alanda serbest sıvı izleniyor""}]"
v405-general-surgery-fibroadenom,Fibroadenom,"[""Fibroadenom"", ""fibroadenom""]",Genel Cerrahi,Meme cerrahisi / benign kitle,P1,6,"Genç kadınlarda sık görülen, iyi sınırlı, hareketli benign meme tümörüdür.","Fibroadenom çoğu zaman ağrısız, düzgün sınırlı ve mobil kitle olarak değerlendirilir. Ancak yaş, büyüme hızı, atipik görüntüleme veya BI-RADS şüphesi varsa biyopsi gerekir; her meme kitlesi otomatik benign kabul edilmez.",Genç hastada hareketli iyi sınırlı kitle fibroadenom lehine; şüpheli görüntüleme varsa biyopsi gerekir.,"Karsinom genellikle daha sert, fikse, düzensiz sınırlı veya cilt/nipple bulgularıyla gelir.","[""BI-RADS 4"", ""Meme kitlesi"", ""Eksizyonel biyopsi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Fibroadenom.topic"", ""text"": ""Fibroadenom""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::Fibroadenom.mainAnswer"", ""text"": ""Fibroadenom.""}]"
v405-general-surgery-mamografi,Mamografi,"[""Mamografi"", ""mamografi""]",Genel Cerrahi,Meme görüntüleme,P1,6,Meme dokusunun düşük doz X-ışını ile görüntülenmesidir.,"Mamografi meme kanseri taraması ve şüpheli lezyon değerlendirmesinde kullanılır. Kitle, mikrokalsifikasyon ve BI-RADS sınıflaması biyopsi veya takip kararını etkiler.",Şüpheli mamografi bulgusu BI-RADS ile raporlanır ve biyopsi kararını yönlendirir.,USG özellikle genç yoğun meme dokusunda veya kistik-solid ayrımında daha yararlı olabilir.,"[""BI-RADS 4"", ""Meme biyopsisi"", ""Fibroadenom""]","[{""sourceFilePath"": ""src/data/cases.js::v195-new-357-erken-evre-meme-kitlesi.chiefComplaint"", ""text"": ""Tarama mamografisinde saptanan küçük meme kitlesi""}, {""sourceFilePath"": ""src/data/cases.js::v195-new-357-erken-evre-meme-kitlesi.stem"", ""text"": ""Tarama mamografisinde saptanan sol meme lezyonu nedeniyle ileri değerlendirmeye alınmıştır; hasta meme başı akıntısı, cilt kızarıklığı veya hızlı büyüyen kitle fark etmemiştir. Ailesinde erken yaşta meme ya da over kanseri öyküsü yoktur. Aksillada elle fark ettiği şişlik, kol ödemi veya ağrı tariflemiyor. Daha önce meme veya aksilla cerrahisi geçirmemiş ve neoadjuvan tedavi almamıştır. Görüntüleme sonrası yapılan kor biyopsi invaziv duktal karsinom ile uyumlu bulunmuştur.""}]"
v405-general-surgery-portal-venoz-gaz,Portal venöz gaz,"[""Portal venöz gaz"", ""portal ven gazı""]",Genel Cerrahi,Barsak iskemisi / görüntüleme,P1,6,Portal venöz sistem içinde gaz izlenmesidir.,"Portal venöz gaz, özellikle pnömatozis intestinalis ve peritonit/laktat yüksekliği ile birlikte barsak iskemisi veya nekroz açısından alarm bulgusudur. Cerrahi kararı klinik ve diğer görüntüleme bulgularıyla birlikte verilir.","Portal venöz gaz + barsak duvarında gaz, ağır iskemi/nekroz açısından uyarıcıdır.",Bazen girişim sonrası benign gaz görülebilir; akut karın ve şok bağlamında anlamı değişir.,"[""Barsak iskemisi"", ""Pnömatozis intestinalis"", ""Akut mezenter iskemi""]","[{""sourceFilePath"": ""src/data/cases.js::v187-new-253-siddetli-karin-agrisi-ve-hafif-muayene-bulgusu.investigations[2].result.rows[2][0]"", ""text"": ""Portal venöz gaz""}, {""sourceFilePath"": ""src/data/cases.js::v187-new-253-siddetli-karin-agrisi-ve-hafif-muayene-bulgusu.investigations[2].result.values[2][0]"", ""text"": ""Portal venöz gaz""}]"
v405-general-surgery-b-rads-4,BI-RADS 4,"[""BI-RADS 4"", ""BIRADS 4""]",Genel Cerrahi,Meme cerrahisi / görüntüleme,P1,5,Meme görüntülemesinde şüpheli lezyon kategorisidir ve biyopsi gerektirir.,"BI-RADS 4, malignite olasılığı nedeniyle doku tanısı gerektiren kategoridir. Genel cerrahi sorularında takip veya antibiyotik yerine görüntüleme eşliğinde biyopsi kararı beklenir.",BI-RADS 4 lezyonda doğru yaklaşım biyopsidir; yalnız izlem yeterli değildir.,BI-RADS 2 benign kabul edilir; BI-RADS 4 şüpheli olduğu için histolojik doğrulama ister.,"[""Meme kitlesi"", ""Core biyopsi"", ""Meme koruyucu cerrahi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::BI-RADS 4 yaklaşımı.topic"", ""text"": ""BI-RADS 4 yaklaşımı""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::BI-RADS 4 yaklaşımı.mainQuestion"", ""text"": ""BI-RADS 4 meme lezyonunda ilk uygun yaklaşım nedir?""}]"
v405-general-surgery-primer-hiperparatiroidi-cerrahisi,Primer hiperparatiroidi cerrahisi,"[""Primer hiperparatiroidi cerrahisi"", ""primer hiperparatiroidi cerrahisi"", ""paratiroidektomi""]",Genel Cerrahi,Endokrin cerrahi,P1,5,Primer hiperparatiroidide aşırı PTH üreten paratiroid dokusunun cerrahi çıkarılmasıdır.,"Semptomatik primer hiperparatiroidide veya belirli kalsiyum, böbrek, kemik ve yaş kriterlerinde paratiroidektomi definitif tedavidir. Sestamibi ve USG lokalizasyon için kullanılır; tanı biyokimyasal olarak konur.","Primer hiperparatiroidide tanı PTH-kalsiyum ilişkisiyle, lokalizasyon cerrahi plan için yapılır.",Sekonder hiperparatiroidi genellikle kronik böbrek hastalığına bağlıdır; cerrahi endikasyon mantığı farklıdır.,"[""PTH"", ""Hiperkalsemi"", ""Sestamibi sintigrafisi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Primer hiperparatiroidi cerrahisi.topic"", ""text"": ""Primer hiperparatiroidi cerrahisi""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::Primer hiperparatiroidi cerrahisi.mainAnswer"", ""text"": ""Paratiroidektomi.""}]"
v405-general-surgery-lobektomi,Lobektomi,"[""Lobektomi"", ""tiroid lobektomisi"", ""lobektomi"", ""hemitiroidektomi""]",Genel Cerrahi,Tiroid cerrahisi,P1,4,Tiroidin bir lobunun çıkarılmasıdır.,Lobektomi seçilmiş indetermine tiroid nodüllerinde tanısal/terapötik yaklaşım olabilir. Foliküler neoplazide kapsül veya damar invazyonu histolojiyle değerlendirileceği için lobektomi tanısal değere sahiptir.,Foliküler tiroid neoplazisinde kapsül/damar invazyonu için cerrahi histoloji gerekir; FNA tek başına ayıramaz.,Total tiroidektomi tüm bezin çıkarılmasıdır; lobektomi tek lobla sınırlıdır.,"[""Foliküler tiroid neoplazisi"", ""Tiroid nodülü"", ""Total tiroidektomi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Foliküler tiroid neoplazisi.keywords[3]"", ""text"": ""lobektomi""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::Foliküler tiroid neoplazisi.extraQuestion"", ""text"": ""Vaka kökünde foliküler neoplazi, kapsül invazyonu ve lobektomi birlikte verilirse hangi tanı öncelikle düşünülür?""}]"
v405-general-surgery-malignite-suphesi,Malignite şüphesi,"[""Malignite şüphesi"", ""malignite şüphesi"", ""malign şüphe""]",Genel Cerrahi,Cerrahi karar jargonu,P1,4,"Klinik, görüntüleme veya sitoloji bulgularının kanser olasılığını artırmasıdır.",Malignite şüphesi varlığında yaklaşım genellikle semptomatik tedavi veya izlemden doku tanısına ve evrelemeye kayar. Genel cerrahi sorularında bu ifade biyopsi veya rezeksiyon kararının ana gerekçesi olabilir.,Şüpheli görüntüleme veya sitoloji varsa “izlem” yerine doku tanısı düşünülür.,Benign görünümlü stabil kitlelerde takip mümkün olabilir; malignite şüphesi eşik değiştirir.,"[""BI-RADS 4"", ""Tiroid ince iğne aspirasyonu"", ""Pankreas başı kanseri""]","[{""sourceFilePath"": ""src/data/cases.js::v189-new-294-supheli-tiroid-nodulu.images[0].clinicalMeaning"", ""text"": ""Malignite şüphesini artıran özellikler taşır.""}, {""sourceFilePath"": ""src/data/cases.js::v189-new-294-supheli-tiroid-nodulu.images[0].rawInvestigationRow"", ""text"": ""Tiroid ultrasonografisi | Hipoekoik, mikrokalsifikasyon içeren, düzensiz sınırlı solid nodül izlendi. | 1.6 cm | Malignite şüphesini artıran özellikler taşır.""}]"
v405-general-surgery-meme-biyopsisi,Meme biyopsisi,"[""Meme biyopsisi"", ""meme biyopsisi"", ""meme doku tanısı""]",Genel Cerrahi,Meme cerrahisi / tanı,P1,4,Meme lezyonundan histopatolojik tanı için doku örneği alınmasıdır.,"Meme biyopsisi BI-RADS 4/5 veya klinik olarak şüpheli kitlelerde tanı koydurucu basamaktır. Cerrahi plan, sistemik tedavi ve reseptör analizi biyopsi sonucuna göre şekillenir.",Şüpheli meme lezyonunda görüntüleme tanımlayıcıdır; kesin tanı biyopsiyle konur.,Takip benign kategorilerde düşünülebilir; şüpheli kategorilerde doku tanısı gerekir.,"[""BI-RADS 4"", ""ER/PR pozitifliği"", ""HER2 pozitifliği""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::BI-RADS 4 yaklaşımı.keywords[1]"", ""text"": ""meme biyopsisi""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::BI-RADS 4 yaklaşımı.extraQuestion"", ""text"": ""Vaka kökünde BI-RADS 4, meme biyopsisi ve şüpheli lezyon birlikte verilirse hangi tanısal test veya bulgu öncelikle düşünülür?""}]"
v405-general-surgery-yelken-gogus,Yelken göğüs,"[""Yelken göğüs"", ""flail chest"", ""yelken göğüs""]",Genel Cerrahi,Toraks travması,P1,4,Birden fazla ardışık kaburganın iki yerden kırılmasıyla paradoksal göğüs duvarı hareketi oluşmasıdır.,"Yelken göğüs tek başına kaburga kırığı değil, altta pulmoner kontüzyon ve ventilasyon bozukluğu riski taşıyan ciddi toraks travmasıdır. Tedavide oksijen, analjezi, solunum desteği ve eşlik eden pnömotoraks/hemotoraksın yönetimi önemlidir.",Paradoksal göğüs duvarı hareketi flail chest için klasik ipucudur.,Basit kaburga kırığında segmenter paradoksal hareket beklenmez; flail chest daha ağır toraks travmasıdır.,"[""Pulmoner kontüzyon"", ""Tansiyon pnömotoraks"", ""Tüp torakostomi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Flail chest.topic"", ""text"": ""Flail chest""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::Flail chest.mainAnswer"", ""text"": ""Flail chest.""}]"
v405-general-surgery-insizyon-ve-drenaj,İnsizyon ve drenaj,"[""İnsizyon ve drenaj"", ""insizyon ve drenaj"", ""I&D""]",Genel Cerrahi,Cerrahi enfeksiyon / drenaj,P1,4,Apse veya püy koleksiyonunun kesilerek açılması ve boşaltılmasıdır.,"İnsizyon ve drenaj, perianal apse gibi kapalı püy koleksiyonlarında temel tedavidir. Antibiyotik eşlik eden selülit veya immünsüpresyonda eklenebilir; apse varlığında tek başına antibiyotik yeterli değildir.",Apse varsa ana tedavi drenajdır; antibiyotik yardımcıdır.,Selülitte koleksiyon yoksa antibiyotik yeterli olabilir; apsede drenaj gerekir.,"[""Perianal apse drenajı"", ""Yumuşak doku enfeksiyonu"", ""Kaynak kontrolü""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Perianal apse.mainAnswer"", ""text"": ""İnsizyon ve drenaj.""}, {""sourceFilePath"": ""src/data/tusPearlCards.js::Perianal apse.extraAnswer"", ""text"": ""İnsizyon ve drenaj.""}]"
v405-general-surgery-embolektomi,Embolektomi,"[""Embolektomi"", ""embolektomi"", ""cerrahi revaskülarizasyon""]",Genel Cerrahi,Vasküler cerrahi,P1,3,Damarı tıkayan embolinin cerrahi veya kateter yoluyla çıkarılmasıdır.,"Embolektomi akut ekstremite iskemisi veya seçilmiş mezenterik embolilerde doku viabilitesini kurtarmak için yapılır. Nörolojik defisit, nabız kaybı ve soğuk-soluk ekstremite hızlı revaskülarizasyon gerektirir.",Akut ekstremite iskemisinde heparin sonrası hızlı revaskülarizasyon/embolektomi zaman kritiktir.,Kronik periferik arter hastalığında yürüme ağrısı ve elektif değerlendirme ön plandayken akut embolide saatler önemlidir.,"[""Akut ekstremite iskemisi"", ""Altı P bulgusu"", ""Fasiyotomi""]","[{""sourceFilePath"": ""src/data/cases.js::v177-new-127-ani-bacak-agrisi-ve-sogukluk.learningTarget"", ""text"": ""Ani ağrı, soğuk-soluk ekstremite, nabız kaybı, parestezi ve motor kayıp varlığında sistemik antikoagülasyon ve acil vasküler cerrahi revaskülarizasyon hazırlığının geciktirilmemesi gerektiğini ayırt etme.""}, {""sourceFilePath"": ""src/data/cases.js::v177-new-127-ani-bacak-agrisi-ve-sogukluk.diagnosis.correct"", ""text"": ""Sistemik antikoagülasyon başlatıp acil vasküler cerrahi revaskülarizasyon hazırlığı yapmak""}]"
v405-general-surgery-endoskopik-sfinkterotomi,Endoskopik sfinkterotomi,"[""Endoskopik sfinkterotomi"", ""endoskopik sfinkterotomi"", ""sfinkterotomi""]",Genel Cerrahi,ERCP / koledok taşı,P1,3,ERCP sırasında Oddi sfinkterinin kesilerek taş çıkarımı veya drenajın kolaylaştırılmasıdır.,Koledok taşı veya akut kolanjitte sfinkterotomi safra yolunun açılmasını ve taşın çıkarılmasını sağlar. Bu işlem cerrahi kolesistektomiyle aynı şey değildir; akut enfekte obstrüksiyonda önce drenaj gerekebilir.,"Koledok taşı olan kolanjitte ERCP + sfinkterotomi, kaynak kontrolün endoskopik yoludur.",Laparoskopik kolesistektomi safra kesesini çıkarır; sfinkterotomi koledok çıkışını açar.,"[""ERCP ile biliyer drenaj"", ""Koledokolitiazis"", ""Akut kolanjit""]","[{""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.diagnosis.answerFeedback.optionComparison.Endoskopik retrograd kolanjiyopankreatografi ile safra yolu drenajı"", ""text"": ""Doğru seçenek budur; klinik üçlü, kolestatik patern ve distal koledok taşı enfekte-obstrükte safra yolunu gösterir. ERCP sfinkterotomi, taş çıkarma veya stentleme ile obstrüksiyonu gidererek kaynak kontrolü sağlar.""}, {""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.diagnosis.optionComparison.Endoskopik retrograd kolanjiyopankreatografi ile safra yolu drenajı"", ""text"": ""Doğru seçenek budur; klinik üçlü, kolestatik patern ve distal koledok taşı enfekte-obstrükte safra yolunu gösterir. ERCP sfinkterotomi, taş çıkarma veya stentleme ile obstrüksiyonu gidererek kaynak kontrolü sağlar.""}]"
v405-general-surgery-akut-divertikulit,Akut divertikülit,"[""Akut divertikülit"", ""akut divertikülit"", ""sigmoid divertikülit""]",Genel Cerrahi,Kolorektal cerrahi,P1,2,Divertikülün inflamasyonu veya mikroperforasyonu ile gelişen akut kolon hastalığıdır.,"Akut divertikülit sol alt kadran ağrısı, ateş ve lökositozla gelir; tanıda kontrastlı BT önemlidir. Komplike olmayan olgular medikal izlenebilirken apse, perforasyon veya yaygın peritonit cerrahi/girişimsel yaklaşım gerektirir.",Sol alt kadran ağrısı + ateş + BT’de divertikülit bulguları tanıyı destekler.,Kolon kanseri benzer tabloyu taklit edebilir; akut dönem sonrası kolonoskopi planı gerekebilir.,"[""Kontrastlı abdominal BT"", ""Perikolik apse"", ""Hartmann prosedürü""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Akut divertikülit tanısı.topic"", ""text"": ""Akut divertikülit tanısı""}]"
v405-general-surgery-anal-fistul,Anal fistül,"[""Anal fistül"", ""anal fistül"", ""perianal fistül""]",Genel Cerrahi,Proktoloji,P1,2,Anal kanal ile perianal cilt arasında anormal epitelize trakt oluşmasıdır.,"Anal fistül çoğunlukla perianal apse sonrası gelişir. Tedavide fistülün sfinkterle ilişkisi önemlidir; basit fistülde fistülotomi, kompleks fistülde seton gibi sfinkter koruyucu seçenekler düşünülür.",Tekrarlayan akıntı ve apse öyküsü anal fistül için ipucudur.,Perianal apse akut ağrılı koleksiyondur; fistül kronik drenaj traktıdır.,"[""Perianal apse"", ""Seton"", ""Anal kanal""]","[{""sourceFilePath"": ""src/data/cases.js::v176-new-120-diskilama-sonrasi-anal-agri.diagnosis.options[3]"", ""text"": ""Anal fistül""}]"
v405-general-surgery-erken-laparoskopik-kolesistektomi,Erken laparoskopik kolesistektomi,"[""Erken laparoskopik kolesistektomi"", ""erken laparoskopik kolesistektomi""]",Genel Cerrahi,Akut kolesistit / cerrahi zamanlama,P1,2,Akut kolesistitte uygun hastada erken dönemde yapılan laparoskopik safra kesesi çıkarılmasıdır.,Erken laparoskopik kolesistektomi akut kolesistitte definitif tedavi yaklaşımıdır ve nüks/komplikasyon riskini azaltır. Cerrahi riski çok yüksek hastada perkütan kolesistostomi köprü olabilir.,Uygun akut kolesistit hastasında erken laparoskopik kolesistektomi standarttır.,Yüksek riskli septik hastada perkütan kolesistostomi geçici kaynak kontrol olarak seçilebilir.,"[""Akut kolesistit"", ""Perkütan kolesistostomi"", ""Safra taşı""]","[{""sourceFilePath"": ""src/data/cases.js::v185-new-223-ates-sarilik-ve-sag-ust-kadran-agrisi.diagnosis.options[4]"", ""text"": ""Sepsis kontrol edilmeden erken laparoskopik kolesistektomiye almak""}]"
v405-general-surgery-hipertansif-kriz,Hipertansif kriz,"[""Hipertansif kriz"", ""hipertansif kriz""]",Genel Cerrahi,Endokrin cerrahi / feokromositoma,P1,2,Kan basıncının akut ve ciddi yükselmesiyle organ hasarı riski taşıyan tablodur.,Feokromositomada tümör manipülasyonu katekolamin salınımını artırarak hipertansif krize yol açabilir. Bu nedenle ameliyat öncesi uygun alfa blokaj yapılmadan beta blokaj veya cerrahiye geçmek tehlikelidir.,Feokromositomada ameliyat öncesi alfa blokaj hipertansif kriz riskini azaltır.,Esansiyel hipertansiyondan farklı olarak feokromositomada ataklar katekolamin aracılıdır ve cerrahi hazırlık özeldir.,"[""Feokromositoma"", ""Alfa blokaj"", ""Beta blokaj sırası""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Feokromositomada ameliyat öncesi blokaj.explanation"", ""text"": ""Önce alfa blokaj yapılmadan beta blokaj verilmesi hipertansif krizi ağırlaştırabilir.""}]"
v405-general-surgery-primer-survey,Primer survey,"[""Primer survey"", ""primer survey"", ""birincil değerlendirme""]",Genel Cerrahi,Travma algoritması,P1,2,Travma hastasında ABCDE sırasıyla yapılan hızlı yaşam tehdidi taramasıdır.,"Primer survey, travma yönetiminde tanı koyma yarışından önce yaşamı tehdit eden durumları düzeltme basamağıdır. Tansiyon pnömotoraks, masif hemotoraks, hava yolu obstrüksiyonu ve dolaşım şoku bu aşamada hedeflenir.",Primer survey yaşamı tehdit eden durumu bulup aynı anda tedavi etmeyi amaçlar.,Sekonder survey tanı ayrıntısı içindir; primer survey sırasında stabilizasyon geciktirilmez.,"[""ATLS"", ""ABCDE yaklaşımı"", ""Tüp torakostomi""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::ATLS önceliği.trap"", ""text"": ""Detaylı öykü ve görüntüleme primer survey tamamlanmadan öncelik değildir.""}]"
v405-general-surgery-soguk-ekstremite,Soğuk ekstremite,"[""Soğuk ekstremite"", ""soğuk ekstremite"", ""soğuk bacak""]",Genel Cerrahi,Vasküler cerrahi / akut iskemi,P1,2,Ekstremite perfüzyonunun azalmasına bağlı cildin soğuk hale gelmesidir.,"Soğuk ekstremite akut arter tıkanıklığı veya ciddi şokta doku perfüzyonunun bozulduğunu gösterir. Ani ağrı, solukluk, nabız kaybı ve nörolojik bulgularla birlikte akut ekstremite iskemisi düşünülür.",Ani ağrı + soğuk-soluk ekstremite + nabız kaybı akut arter tıkanıklığıdır.,Kronik periferik arter hastalığında semptomlar daha yavaş gelişir; akut soğuk ekstremite saatler içinde karar gerektirir.,"[""Akut ekstremite iskemisi"", ""Embolektomi"", ""Heparinizasyon""]","[{""sourceFilePath"": ""src/data/cases.js::v177-new-127-ani-bacak-agrisi-ve-sogukluk.diagnosis.answerFeedback.keyClues[2]"", ""text"": ""Soluk-soğuk ekstremite ve distal nabız kaybı akut iskeminin temel bulgularıdır.""}]"
v405-general-surgery-tanisal-laparoskopi,Tanısal laparoskopi,"[""Tanısal laparoskopi"", ""tanısal laparoskopi"", ""laparoskopik eksplorasyon""]",Genel Cerrahi,Akut karın / minimal invaziv yaklaşım,P1,2,Karın içi patolojiyi doğrudan görmek ve gerekirse aynı seansta tedavi etmek için laparoskopik değerlendirmedir.,"Tanısal laparoskopi seçilmiş stabil akut karın olgularında hem tanı hem tedavi sağlar. Yaygın peritonit, ciddi distansiyon veya belirgin instabilite varsa açık yaklaşım gerekebilir.",Stabil ama tanısı belirsiz akut karında laparoskopi hem tanı hem tedavi sağlayabilir.,Hemodinamik instabil travma/peritonitte laparoskopi yerine acil laparotomi öncelik kazanabilir.,"[""Acil laparotomi"", ""Akut batın"", ""Laparoskopi""]","[{""sourceFilePath"": ""src/data/cases.js::v174-new-093-travma-sonrasi-karin-hassasiyeti.diagnosis.options[3]"", ""text"": ""Elektif tanısal laparoskopi planlayarak servise yatırmak""}]"
v405-general-surgery-yanik-yuzdesi,Yanık yüzdesi,"[""Yanık yüzdesi"", ""yanık yüzdesi"", ""yanık alanı yüzdesi"", ""vücut yüzey alanı""]",Genel Cerrahi,Yanık cerrahisi,P1,2,Yanıktan etkilenen toplam vücut yüzey alanının yüzdesidir.,"Yanık yüzdesi sıvı resüsitasyonu, sevk ve mortalite riskini belirler. Erişkinde Rule of Nines hızlı tahmin sağlar; çocuklarda Lund-Browder şeması yaşa göre daha doğrudur.",Parkland formülünde temel değişken yanık yüzdesidir.,Yüzeyel kızarıklık ile derin parsiyel/tam kat yanık aynı şekilde hesaplanmaz; klinik derinlik önemlidir.,"[""Parkland formülü"", ""Rule of nines"", ""Yanık resüsitasyonu""]","[{""sourceFilePath"": ""src/data/tusPearlCards.js::Yanıkta sıvı formülü.explanation"", ""text"": ""Kristalloid gereksinimi vücut ağırlığı ve yanık yüzdesine göre hesaplanır.""}]"
v405-general-surgery-hartmann-proseduru,Hartmann prosedürü,"[""Hartmann prosedürü"", ""Hartmann ameliyatı""]",Genel Cerrahi,Kolorektal cerrahi / acil operasyon,P1,1,Hastalıklı sigmoid/kolon segmentinin çıkarılıp distal güdüğün kapatıldığı ve uç kolostomi açıldığı ameliyattır.,"Hartmann prosedürü özellikle kontamine, instabil veya perforasyonlu divertikülit gibi acil kolorektal durumlarda güvenli seçenek olabilir. Primer anastomozun riskli olduğu hastada fekal akışı dışarı almak amaçlanır.",Perfore divertikülit + yaygın kontaminasyon/instabilite Hartmann prosedürünü gündeme getirir.,Stabil seçilmiş olguda primer anastomoz düşünülebilir; kontaminasyon ve instabilite Hartmann lehinedir.,"[""Akut divertikülit"", ""Peritonit"", ""Kolostomi""]","[{""sourceFilePath"": ""src/data/cases.js::v189-new-293-karin-sisligi-ve-gaz-cikaramama.diagnosis.options[0]"", ""text"": ""Acil laparotomi ile sigmoid rezeksiyon ve Hartmann prosedürü""}]"
v405-general-surgery-safra-kesesi,Safra kesesi,"[""Safra kesesi"", ""safra kesesi""]",Genel Cerrahi,Hepatobiliyer anatomi,P2,616,Karaciğer altında yer alan ve safrayı depolayıp yoğunlaştıran organdır.,"Safra kesesi taş, inflamasyon ve obstrüksiyon üzerinden akut kolesistit, biliyer kolik ve safra taşı ileusu gibi cerrahi tabloların merkezindedir. USG’de duvar kalınlığı, perikolesistik sıvı ve Murphy bulgusu birlikte yorumlanır.",Sağ üst kadran ağrısı sorularında safra kesesi USG bulguları tanı kararını güçlendirir.,Koledok taşı safra kesesinden farklı olarak ekstrahepatik safra kanalında obstrüksiyon ve kolanjit yapabilir.,"[""Safra taşı"", ""Akut kolesistit"", ""Koledokolitiazis""]","[{""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.diagnosis.answerFeedback.optionComparison.Akut dönemde yalnız laparoskopik kolesistektomi yapılması"", ""text"": ""Kolesistektomi safra taşı nüksünü önlemek için tablo kontrol altına alındıktan sonra planlanabilir. Bu hastada akut sorun safra kesesinden çok koledok düzeyindeki enfekte obstrüksiyondur; yalnız kolesistektomi akut kaynak kontrolünü yeterli biçimde sağlamaz.""}, {""sourceFilePath"": ""src/data/cases.js::v167-new-047-ates-ve-sag-ust-kadran-agrisi.diagnosis.answerFeedback.whyWrong.Akut dönemde yalnız laparoskopik kolesistektomi yapılması"", ""text"": ""Kolesistektomi safra taşı nüksünü önlemek için tablo kontrol altına alındıktan sonra planlanabilir. Bu hastada akut sorun safra kesesinden çok koledok düzeyindeki enfekte obstrüksiyondur; yalnız kolesistektomi akut kaynak kontrolünü yeterli biçimde sağlamaz.""}]"
v405-general-surgery-rezeksiyon,Rezeksiyon,"[""Rezeksiyon"", ""rezeksiyon"", ""cerrahi rezeksiyon""]",Genel Cerrahi,Cerrahi işlem jargonu,P2,44,Hastalıklı doku veya organ segmentinin cerrahi olarak çıkarılmasıdır.,"Rezeksiyon tümör, nekroz, perforasyon veya nonviable barsak gibi durumlarda kaynak veya hastalık kontrolü sağlar. Soru içinde rezeksiyon kelimesi çoğu zaman “sadece drenaj/medikal tedavi yetmez” anlamı taşır.",Nekrotik barsak veya rezektabl tümörde cerrahi rezeksiyon definitif kontrol sağlayabilir.,Drenaj sıvı/püy boşaltır; rezeksiyon hastalıklı dokuyu çıkarır.,"[""Barsak iskemisi"", ""Pankreas başı kanseri"", ""Hartmann prosedürü""]","[{""sourceFilePath"": ""src/data/cases.js::v189-new-293-karin-sisligi-ve-gaz-cikaramama.clinicalFocus"", ""text"": ""Sigmoid volvulusta iskemi veya peritonit bulgusu olmayan stabil hastada başlangıç dekompresyon basamağını acil rezeksiyon gerektiren tablodan ayırma.""}, {""sourceFilePath"": ""src/data/cases.js::v189-new-293-karin-sisligi-ve-gaz-cikaramama.diagnosis.options[0]"", ""text"": ""Acil laparotomi ile sigmoid rezeksiyon ve Hartmann prosedürü""}]"
