id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceFilePath
v400-microbiology-h-v-cxcr4-tropizmi,HIV CXCR4 tropizmi,HIV CXCR4 tropizmi | CXCR4 tropik HIV | X4 tropizm,Tıbbi Mikrobiyoloji,Viral tropizm,P1,HIV’in T hücre girişinde CXCR4 koreseptörünü kullanma eğilimidir.,CXCR4 tropik suşlar hastalığın ilerleyen dönemlerinde artabilir ve CD4 T hücre kaybıyla ilişkilendirilir. Tropizm bilgisi giriş mekanizmasını anlamak için önemlidir.,HIV gp120 CD4 sonrası CCR5 veya CXCR4 koreseptörüne bağlanır.,CCR5 tropizmi erken enfeksiyon ve makrofaj tropizmiyle daha çok hatırlanır.,HIV gp120 | CXCR4 | CD4 T hücresi,161,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-h-v-viral-yuk,HIV viral yük,HIV viral yük | HIV RNA düzeyi | viral load HIV,Tıbbi Mikrobiyoloji,Viral takip testi,P0,Kandaki HIV RNA miktarını gösteren tedavi ve hastalık aktivitesi göstergesidir.,"Viral yük antiretroviral tedavi etkinliğini ve bulaştırıcılık riskini izlemek için kullanılır. CD4 sayısı immün durum hakkında, viral yük ise replikasyon düzeyi hakkında bilgi verir.","HIV izleminde viral yük tedavi yanıtını, CD4 sayısı immün yetmezlik düzeyini gösterir.",p24 antijeni erken tanıda kullanılabilir; viral yük kantitatif takip testidir.,HIV | CD4 sayısı | Antiretroviral tedavi,107,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-hpv-e6-proteini,HPV E6 proteini,HPV E6 proteini | E6 onkoproteini | human papillomavirus E6,Tıbbi Mikrobiyoloji,Viral onkoprotein,P0,Yüksek riskli HPV tiplerinde p53 tümör baskılayıcı yolunu bozan onkoproteindir.,E6 p53 yıkımını artırarak DNA hasarı yanıtı ve apoptoz kontrolünü zayıflatır. Serviks karsinogenezinde E7 ile birlikte merkezi rol oynar.,"HPV E6 p53’ü, E7 Rb’yi hedefler.",E7 hücre döngüsünü Rb/E2F üzerinden serbestleştirir; E6 p53 aracılı apoptozu azaltır.,HPV | p53 yıkımı | HPV E7 proteini,107,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-hpv-e7-proteini,HPV E7 proteini,HPV E7 proteini | E7 onkoproteini | human papillomavirus E7,Tıbbi Mikrobiyoloji,Viral onkoprotein,P0,Yüksek riskli HPV tiplerinde Rb tümör baskılayıcı yolunu bozan onkoproteindir.,E7 Rb’yi inaktive ederek E2F’nin serbest kalmasına ve kontrolsüz hücre döngüsü ilerlemesine katkı sağlar. E6 ile birlikte servikal neoplazi riskini artırır.,HPV E7 Rb’yi; E6 p53’ü hedefler.,E6 apoptoz kontrolünü; E7 G1/S kontrolünü bozar.,HPV | Rb inhibisyonu | HPV E6 proteini,67,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-koilositoz,Koilositoz,Koilositoz | koilocytosis | koilosit,Tıbbi Mikrobiyoloji,Viral sitopatik etki,P1,HPV enfeksiyonunda perinükleer halo ve nükleer atipiyle görülen epitel hücresi değişikliğidir.,Koilositler HPV’nin skuamöz epitelde sitopatik etkisini gösterir. Pap smear veya biyopsi bağlamında HPV ilişkili lezyonları destekler.,Perinükleer halo + nükleer düzensizlik = HPV koilositozu.,CMV baykuş gözü; HSV Tzanck/Cowdry A; HPV koilositoz yapar.,HPV | HPV E6 proteini | Pap smear,67,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-tzanck-testi,Tzanck testi,Tzanck testi | Tzanck smear | Tzanck yayması,Tıbbi Mikrobiyoloji,Viral sitoloji testi,P1,Herpes virüslerinde çok çekirdekli dev hücreleri gösterebilen sitolojik testtir.,Tzanck testi HSV ve VZV lezyonlarında hızlı destek sağlayabilir ancak etkeni kesin ayırmaz. Günümüzde PCR daha özgül tanı sağlar.,Tzanck çok çekirdekli dev hücreyi gösterir; HSV-VZV ayrımı için PCR daha değerlidir.,CMV baykuş gözü inklüzyonla; HPV koilositozla ayrılır.,HSV | VZV | Cowdry A inklüzyonu,88,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-parvovirus-b19-p-antijeni,Parvovirus B19 P antijeni,Parvovirus B19 P antijeni | P antijeni | globoside receptor,Tıbbi Mikrobiyoloji,Viral reseptör / tropizm,P0,Parvovirus B19’un eritroid prekürsörlere bağlanmasını sağlayan hücresel reseptördür.,P antijeni eritroid öncül hücrelerde bulunduğu için virüs bu hücreleri hedefler. Kronik hemolitik hastalarda geçici eritropoez baskılanması aplastik krize yol açabilir.,Orak hücrede ani anemi + retikülositopeni = Parvovirus B19 ve P antijeni tropizmi.,B19 gebelikte fetal eritropoezi baskılayarak hidrops fetalis yapabilir.,Parvovirus B19 | Aplastik kriz | Hidrops fetalis,135,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-rsv-f-proteini,RSV F proteini,RSV F proteini | respiratory syncytial virus F protein | Füzyon proteini,Tıbbi Mikrobiyoloji,Viral füzyon proteini,P0,RSV’nin hücre füzyonu ve sinsitya oluşumundan sorumlu yüzey proteinidir.,F proteini virüsün komşu hücrelere yayılmasını ve bronşiolit patogenezindeki sinsitya oluşumunu açıklar. Palivizumab bu yapıya karşı geliştirilmiş monoklonal antikordur.,RSV’de F proteini hem sinsitya hem palivizumab hedefidir.,Hemaglutinin influenza için; F proteini RSV için klasik hedef yapıdır.,RSV | Palivizumab | Sinsitya oluşumu,39,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-palivizumab,Palivizumab,Palivizumab | RSV monoklonal antikoru,Tıbbi Mikrobiyoloji,Pasif profilaksi / tedavi kavramı,P1,Yüksek riskli bebeklerde RSV F proteinine karşı kullanılan monoklonal antikordur.,Palivizumab aktif aşı değildir; hazır antikor sağlayan pasif koruma mantığıyla çalışır. Prematüre veya ciddi kardiyopulmoner hastalığı olan bebeklerde RSV riskini azaltmak için kullanılır.,Palivizumab RSV F proteinine karşı pasif immünizasyondur.,Canlı/inaktive aşı bağışıklık yanıtı oluşturur; palivizumab hazır antikor verir.,RSV F proteini | Pasif immünizasyon | Bronşiolit,30,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-kuduz-negri-cisimcigi,Kuduz Negri cisimciği,Kuduz Negri cisimciği | Negri cisimciği | Negri bodies,Tıbbi Mikrobiyoloji,Viral histopatoloji,P1,Kuduz enfeksiyonunda nöron sitoplazmasında görülebilen inklüzyon cisimciğidir.,Negri cisimcikleri klasik patoloji bilgisidir ancak ante-mortem tanıda doğrudan her zaman pratik değildir. Kuduzda klinik maruziyet ve profilaksi zamanlaması asıl hayati konudur.,Kuduzda Negri cisimciği hipokampus/Purkinje nöronlarında klasik ipucudur.,HSV ensefaliti temporal lob nekrozu; kuduz Negri cisimciği ve hidrofobiyle sorulur.,Kuduz | Hidrofobi | Posteksposure profilaksi,99,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-kuduz-posteksposure-profilaksi,Kuduz posteksposure profilaksi,Kuduz posteksposure profilaksi | rabies post-exposure prophylaxis | kuduz PEP,Tıbbi Mikrobiyoloji,Profilaksi / acil yaklaşım,P0,"Kuduz şüpheli temas sonrası yara bakımı, aşı ve gerekirse immünglobulin içeren koruyucu yaklaşımdır.",Kuduz semptom başladıktan sonra neredeyse daima ölümcül olduğu için temas sonrası profilaksi gecikmemelidir. Aşı aktif yanıt oluştururken immünglobulin hazır nötralizan antikor sağlar.,Kuduzda temas sonrası profilaksi semptom başlamadan önce hayat kurtarıcıdır.,Aşı aktif immünizasyon; immünglobulin pasif immünizasyon sağlar.,Kuduz immünglobulini | Aktif immünizasyon | Pasif immünizasyon,95,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-cryptococcus-polisakkarit-kapsulu,Cryptococcus polisakkarit kapsülü,Cryptococcus polisakkarit kapsülü | Cryptococcus capsule | glukuronoksilomannan kapsül,Tıbbi Mikrobiyoloji,Mantar virülans / tanı,P0,Cryptococcus neoformans’ın kalın polisakkarit kapsülüdür.,Kapsül fagositozu azaltır ve çini mürekkebi görünümüyle tanısal ipucu verir. Serum/BOS kriptokok antijen testleri de kapsül polisakkaritini hedefler.,AIDS hastasında subakut menenjit + kapsüllü maya + kriptokok antijeni = Cryptococcus.,Candida psödohif/germ tüp; Cryptococcus kalın kapsüllü maya ile ayrılır.,Cryptococcus neoformans | Çini mürekkebi | Kriptokok antijeni,428,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-cini-murekkebi,Çini mürekkebi,Çini mürekkebi | India ink | çini mürekkebi boyası,Tıbbi Mikrobiyoloji,Mikroskopi / mantar tanısı,P1,Kapsüllü mayayı negatif boyamayla görünür kılan klasik mikroskopi yöntemidir.,Cryptococcus kapsülü boyayı dışladığı için koyu zeminde açık halo görünümü oluşur. Günümüzde antijen testleri çok değerlidir ancak çini mürekkebi klasik sınav ipucudur.,Çini mürekkebinde kapsüllü maya görünümü Cryptococcus lehinedir.,Germ tüp testi Candida albicans; çini mürekkebi Cryptococcus için kullanılır.,Cryptococcus neoformans | Polisakkarit kapsül | Kriptokok antijeni,235,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-kriptokok-antijeni,Kriptokok antijeni,Kriptokok antijeni | cryptococcal antigen | CrAg,Tıbbi Mikrobiyoloji,Antijen testi,P0,Cryptococcus kapsül polisakkaritini serum veya BOS’ta saptayan testtir.,AIDS veya transplant hastasında subakut menenjit şüphesinde hızlı ve duyarlı bir tanısal testtir. Yüksek BOS basıncı ve kapsüllü maya bulgularıyla birlikte yorumlanır.,Kriptokok menenjitinde BOS/serum kriptokok antijeni kapsül polisakkaritini gösterir.,Çini mürekkebi mikroskopik ipucudur; antijen testi daha duyarlı destek sağlar.,Cryptococcus polisakkarit kapsülü | BOS basıncı | AIDS menenjiti,150,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-psodohif,Psödohif,Psödohif | pseudohyphae | yalancı hif,Tıbbi Mikrobiyoloji,Mantar morfolojisi,P0,Candida türlerinde uzamış maya hücrelerinin tam ayrılmamasıyla oluşan filamentöz görünümdür.,Psödohif ve tomurcuklanan maya görünümü kandidiyazı destekler. Germ tüp testi pozitifliği özellikle C. albicans lehine kullanılır.,Mukozal beyaz plak + maya/psödohif + germ tüp pozitifliği Candida albicans lehinedir.,Aspergillus gerçek septalı hif; Candida psödohif ve maya formuyla ayrılır.,Candida albicans | Germ tüp testi | Mukokutanöz kandidiyaz,207,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-th17-ekseni,Th17 ekseni,Th17 ekseni | IL-17 yanıtı | Th17/IL-17 axis,Tıbbi Mikrobiyoloji,İmmün yanıt / mantar savunması,P1,Mukokutanöz Candida savunmasında önemli yardımcı T hücre yanıt yoludur.,Th17 hücreleri IL-17/IL-22 aracılığıyla epitel bariyer ve nötrofil yanıtını destekler. Bu eksendeki kusurlar kronik mukokutanöz kandidiyaza yatkınlık oluşturabilir.,Kronik mukokutanöz kandidiyazda Th17/IL-17 ekseni akılda tutulur.,Nötropeni invaziv aspergilloz riskini; Th17 kusuru mukokutanöz Candida riskini artırır.,Candida albicans | Mukokutanöz kandidiyaz | IL-17,52,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-galaktomannan-testi,Galaktomannan testi,Galaktomannan testi | Aspergillus galactomannan | serum galaktomannan,Tıbbi Mikrobiyoloji,Mantar antijen testi,P1,Aspergillus hücre duvarı bileşenini saptayan antijen testidir.,İnvaziv aspergilloz şüphesinde serum veya BAL galaktomannan testi tanıya destek olabilir. Nötropenik hastada görüntüleme ve kültür/mikroskopiyle birlikte yorumlanır.,Nötropeni + septalı dar açılı hif + galaktomannan pozitifliği invaziv aspergillozu destekler.,Beta-D-glukan daha geniş fungal belirteçtir; galaktomannan Aspergillus için daha hedeflidir.,Aspergillus | Septalı hif | Anjioinvazyon,56,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-histoplasma-makrofaj-ici-maya,Histoplasma makrofaj içi maya,Histoplasma makrofaj içi maya | intramacrophage yeast Histoplasma | makrofaj içinde küçük maya,Tıbbi Mikrobiyoloji,Dimorfik mantar morfolojisi,P0,Histoplasma capsulatum’un dokuda makrofaj içinde küçük maya olarak görülmesidir.,Kuş/yarasa dışkısı ve mağara maruziyeti sonrası pulmoner enfeksiyon yapabilir. Hücre içi maya morfolojisi tüberküloz ve diğer granülomatöz hastalıklarla ayırıcı tanıda önemlidir.,Mağara/yarasa dışkısı + makrofaj içi küçük maya = Histoplasma.,Blastomyces geniş tabanlı tomurcuklanma; Histoplasma makrofaj içi küçük maya yapar.,Histoplasma capsulatum | Dimorfik mantar | Granülom,210,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-histoplasma-idrar-antijeni,Histoplasma idrar antijeni,Histoplasma idrar antijeni | Histoplasma urine antigen,Tıbbi Mikrobiyoloji,Mantar antijen testi,P1,Histoplasmozda özellikle dissemine veya ağır hastalıkta kullanılan antijen testidir.,"İdrar antijeni immünsüprese hastalarda dissemine histoplazmozu destekleyebilir. Klinik maruziyet, görüntüleme ve doku/kültür bulgularıyla birlikte yorumlanır.",Dissemine histoplazmozda idrar antijeni tanıya hızlı destek sağlar.,Legionella idrar antijeni bakteriyel pnömoni için; Histoplasma idrar antijeni dimorfik mantar enfeksiyonu için kullanılır.,Histoplasma capsulatum | Dimorfik mantar | İmmünsüpresyon,432,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-coccidioides-sferul,Coccidioides sferül,Coccidioides sferül | spherule | endospor içeren sferül,Tıbbi Mikrobiyoloji,Dimorfik mantar morfolojisi,P1,Coccidioides’in dokuda endospor içeren sferül formuyla görülmesidir.,"Coccidioides çevrede artrokonidya, dokuda sferül formu gösterir. Çöl bölgesi maruziyeti ve pnömoni/eritema nodosum bağlamında sorulabilir.",Coccidioides dokuda sferül; Histoplasma makrofaj içi maya yapar.,Blastomyces geniş tabanlı tomurcuklanır; Coccidioides sferül-endospor yapar.,Coccidioides | Dimorfik mantar | Artrokonidya,27,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-gumus-boyama-kistleri,Gümüş boyama kistleri,Gümüş boyama kistleri | GMS stain cysts | Pneumocystis gümüş boyama,Tıbbi Mikrobiyoloji,Mantar/protozoon benzeri tanı boyası,P1,Pneumocystis jirovecii kistlerinin gümüş boyamayla gösterilmesidir.,Pneumocystis HIV’de düşük CD4 ile ilişkili interstisyel pnömoni yapar. Direkt mikroskopide gümüş boyama kistler için klasik sınav bilgisidir.,HIV + hipoksemi + bilateral interstisyel pnömoni + gümüş boyama kistleri = Pneumocystis.,Toxoplasma beyin halka lezyonları; Pneumocystis akciğer interstisyel pnömonisiyle öne çıkar.,Pneumocystis jirovecii | TMP-SMX profilaksisi | CD4 düşüklüğü,23,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-tmp-smx-profilaksisi,TMP-SMX profilaksisi,TMP-SMX profilaksisi | trimetoprim-sülfametoksazol profilaksisi | Pneumocystis profilaksisi,Tıbbi Mikrobiyoloji,Antimikrobiyal profilaksi,P0,Pneumocystis jirovecii ve bazı fırsatçı enfeksiyonlara karşı kullanılan profilaksi yaklaşımıdır.,HIV’de CD4 belirgin düştüğünde Pneumocystis pnömonisi riskini azaltmak için TMP-SMX verilir. Aynı ilaç tedavide de ilk seçeneklerden biridir.,Pneumocystis tedavi ve profilaksisinde TMP-SMX klasik cevaptır.,Toxoplasma profilaksisinde de TMP-SMX koruyucu olabilir; kriptokokta farklı antifungal yaklaşım gerekir.,Pneumocystis jirovecii | HIV | CD4 sayısı,120,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-toxoplasma-halka-lezyonu,Toxoplasma halka lezyonu,Toxoplasma halka lezyonu | ring-enhancing lesion | bazal ganglion halka lezyonu,Tıbbi Mikrobiyoloji,Parazit / görüntüleme paterni,P0,İleri HIV’de Toxoplasma ensefalitini düşündüren kontrastlanan beyin lezyonu paternidir.,"Toxoplasma gondii reaktivasyonu genellikle çoklu, halka şeklinde kontrastlanan ve bazal ganglionları tutabilen lezyonlarla sorulur. CD4 düşüklüğü ve kedi/et maruziyeti bağlamı destekler.",AIDS hastasında çoklu bazal ganglion halka lezyonu = Toxoplasma düşün.,Primer CNS lenfoma genellikle EBV ilişkili tek/az sayıda lezyonla ayırıcı tanıya girer.,Toxoplasma gondii | CD4 düşüklüğü | Pirimetamin-sülfadiazin,102,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-toxoplasma-doku-kisti,Toxoplasma doku kisti,Toxoplasma doku kisti | tissue cyst | bradizoit kisti,Tıbbi Mikrobiyoloji,Parazit formu,P1,Toxoplasma’nın ette veya dokuda latent kalabilen kist formudur.,İyi pişmemiş etle alınan doku kistleri insan enfeksiyonunun önemli yollarındandır. İmmünsüpresyonda latent kistlerin reaktivasyonu ensefalit yapabilir.,Toxoplasma bulaşında kedi oositi ve az pişmiş ette doku kisti birlikte bilinmelidir.,Oosit çevresel kedi dışkısı kaynaklıdır; doku kisti az pişmiş ette bulunur.,Toxoplasma oositi | Toxoplasma gondii | İmmünsüpresyon,111,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-toxoplasma-oositi,Toxoplasma oositi,Toxoplasma oositi | oocyst | kedi dışkısı oositi,Tıbbi Mikrobiyoloji,Parazit formu,P1,Toxoplasma’nın kedilerin dışkısıyla çevreye saçılan enfektif formudur.,Oositler çevrede sporlanıp enfektif hale gelir ve kontamine toprak/gıda ile bulaşabilir. Gebelikte primer enfeksiyon konjenital toksoplazmoz riski taşır.,Kedi dışkısı oositi + az pişmiş et doku kisti Toxoplasma bulaşının iki temel yoludur.,Doku kisti ette; oosit çevrede/kedi dışkısında bulunur.,Toxoplasma doku kisti | Konjenital toksoplazmoz | Kedi maruziyeti,143,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-giardia-kisti,Giardia kisti,Giardia kisti | Giardia cyst | Giardia lamblia kisti,Tıbbi Mikrobiyoloji,Parazit formu,P1,Giardia’nın çevrede dayanıklı ve bulaştırıcı formudur.,Kist kontamine suyla alınır; ince bağırsakta trofozoite dönüşür ve yağlı kötü kokulu ishal/malabsorpsiyon yapabilir. Kamp suyu öyküsü klasik ipucudur.,Kamp suyu + yağlı kötü kokulu ishal + Giardia kisti/trofozoiti düşün.,Trofozoit hastalık yapan hareketli formdur; kist çevrede dayanıklı bulaştırıcı formdur.,Giardia trofozoiti | Dışkı antijen testi | Su kaynaklı bulaş,110,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-giardia-trofozoiti,Giardia trofozoiti,Giardia trofozoiti | Giardia trophozoite | armut biçimli trofozoit,Tıbbi Mikrobiyoloji,Parazit formu,P1,Giardia’nın bağırsak mukozasına tutunan hareketli formudur.,Trofozoit disk benzeri yapısıyla duodenal mukozaya tutunur ve malabsorpsiyon/yağlı ishal yapar. Dışkıda kist veya trofozoit gösterilebilir.,"Giardia’da kist bulaştırıcı, trofozoit bağırsakta aktif formdur.",Entamoeba trofozoitinde eritrosit fagositozu invazyonu gösterir; Giardia daha çok malabsorpsiyon yapar.,Giardia kisti | Malabsorpsiyon | Dışkı antijen testi,181,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-entamoeba-eritrosit-fagositozu,Entamoeba eritrosit fagositozu,Entamoeba eritrosit fagositozu | erythrophagocytosis | eritrosit içeren trofozoit,Tıbbi Mikrobiyoloji,Parazit morfolojisi,P1,Entamoeba histolytica trofozoitlerinde eritrosit görülmesidir.,Eritrosit fagositozu invaziv E. histolytica için ayırt ettirici mikroskopik ipucudur. Kanlı ishal ve karaciğer absesi bağlamında önemlidir.,Trofozoit içinde eritrosit = Entamoeba histolytica lehine güçlü ipucu.,Giardia trofozoiti malabsorpsiyon yapar ama eritrosit fagosite etmez.,Entamoeba histolytica | Kanlı ishal | Karaciğer absesi,32,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-luminal-amebisid,Luminal amebisid,Luminal amebisid | paromomisin | iyodokinol | luminal ajan,Tıbbi Mikrobiyoloji,Antiparaziter tedavi mantığı,P1,Entamoeba tedavisinde bağırsak lümenindeki kist taşıyıcılığını temizlemek için kullanılan ajan grubudur.,Metronidazol doku invazyonunu tedavi eder ancak lümendeki kistleri tamamen ortadan kaldırmayabilir. Bu yüzden invaziv amebiyaz sonrası luminal ajan eklenir.,Entamoeba karaciğer absesinde metronidazol sonrası luminal amebisid gerekir.,Sadece metronidazol doku hastalığını düzeltir; luminal ajan bulaştırıcılık ve relaps riskini azaltır.,Entamoeba histolytica | Metronidazol | Kist taşıyıcılığı,47,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-echinococcus-hidatik-kist,Echinococcus hidatik kist,Echinococcus hidatik kist | hidatik kist | hydatid cyst,Tıbbi Mikrobiyoloji,Parazit / klinik tablo,P0,Echinococcus granulosus larvalarının özellikle karaciğerde oluşturduğu kistik lezyondur.,Köpek-koyun döngüsüyle ilişkili hidatik kist içinde kız kistler bulunabilir. Kontrolsüz rüptür veya aspirasyon anafilaksi riski taşır.,Köpek-koyun teması + karaciğerde kız kistli lezyon = Echinococcus hidatik kist.,Basit karaciğer kisti seroloji/kız kist/epidemiyoloji olmadan hidatik kist kadar spesifik değildir.,Kız kist | Hidatik kist aspirasyon riski | Echinococcus granulosus,134,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-kiz-kist,Kız kist,Kız kist | daughter cyst | hidatik kız kist,Tıbbi Mikrobiyoloji,Parazit / görüntüleme morfolojisi,P1,Hidatik kistin içinde gelişen ikincil kistik yapılardır.,Kız kist görünümü Echinococcus hidatik kistini destekleyen önemli radyolojik/morfolojik ipucudur. Kist manipülasyonu anafilaksi ve yayılım riski taşıyabilir.,Karaciğerde kız kistler hidatik kist lehine güçlü ipucudur.,Amebik karaciğer absesi kistik paraziter kız kist yapısından farklıdır.,Echinococcus hidatik kist | Anafilaksi | Köpek-koyun döngüsü,55,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-hidatik-kist-aspirasyon-riski,Hidatik kist aspirasyon riski,Hidatik kist aspirasyon riski | hidatik kist rüptür riski | PAIR anafilaksi riski,Tıbbi Mikrobiyoloji,Parazit / girişim riski,P1,Hidatik kistin kontrolsüz boşaltılmasıyla anafilaksi ve peritoneal yayılım gelişebilme riskidir.,Kist içeriğindeki antijenik materyal dolaşıma veya peritoneal alana yayılırsa ciddi alerjik reaksiyon ve yeni ekinokok odakları oluşabilir. Bu yüzden girişim planı kontrollü yapılır.,Hidatik kistte kontrolsüz aspirasyon anafilaksi riski taşır.,Basit kist aspirasyonu genellikle bu düzeyde paraziter yayılım riski taşımaz.,Echinococcus hidatik kist | Kız kist | Anafilaksi,93,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
v400-microbiology-plasmodium-kalin-damla,Plasmodium kalın damla,Plasmodium kalın damla | kalın damla yayması | thick blood smear,Tıbbi Mikrobiyoloji,Parazit tanı testi,P0,Sıtma tanısında parazit varlığını duyarlı şekilde göstermek için kullanılan kan yaymasıdır.,Kalın damla düşük parazitemide duyarlılığı artırır; ince yayma tür tayini ve morfolojik ayrım için kullanılır. Ateş nöbetleri ve seyahat öyküsüyle birlikte değerlendirilir.,"Sıtmada kalın damla tarama, ince yayma tür ayrımı için önemlidir.",Babesia’da Maltese cross; Plasmodium’da eritrosit içi formlar ve yayma paternleri değerlendirilir.,Plasmodium | İnce yayma | Periyodik ateş,94,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlMedicalMicrobiologyFirst52Overrides.js; src/data/tusPearlMedicalMicrobiologySecond52Overrides.js
