id,term,aliases,category,subcategory,priority,occurrenceCount,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,sourceFilePath
v398-histoembryo-seminifer-tubul,Seminifer tübül,Seminifer tübül; seminiferous tubule; seminifer tübüller,Histoloji ve embriyoloji,Testis histolojisi,P1,96,Spermatogenezin gerçekleştiği testis tübül yapısıdır.,Bazal membran üzerinde germ hücreleri ve Sertoli hücreleri bulunur; interstisyumda Leydig hücreleri yer alır. Bu yerleşim testosteron üretimi ile sperm üretimini ayırır.,Seminifer tübül sperm üretir; Leydig hücresi tübüller arasında testosteron üretir.,Epididimis sperm olgunlaşma/depolama yeridir; seminifer tübül üretim yeridir.,Sertoli hücresi; Leydig hücresi; Spermatogenez,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-tiroid-folikul-hucresi,Tiroid folikül hücresi,Tiroid folikül hücresi; foliküler hücre; thyroid follicular cell,Histoloji ve embriyoloji,Endokrin histoloji,P1,2,Tiroid folikülünü döşeyen ve tiroglobulin üzerinden T3/T4 sentezleyen epitel hücresidir.,"Folikül lümenindeki kolloid tiroglobulin deposudur; folikül hücreleri iyot alımı, organifikasyon ve hormon salınımını yönetir. Parafoliküler C hücresinden kalsitonin üretmemesiyle ayrılır.",Folikül hücresi T3/T4; C hücresi kalsitonin üretir.,Medüller tiroid karsinomu C hücresinden; papiller/foliküler tiroid tümörleri folikül epitelinden köken alır.,Kolloid; Tiroglobulin; Parafoliküler C hücresi,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-zona-glomerulosa,Zona glomerulosa,Zona glomerulosa; glomerulosa tabakası; zona glomerüloza,Histoloji ve embriyoloji,Adrenal histoloji,P1,59,Adrenal korteksin en dış tabakasıdır ve mineralokortikoid üretimiyle ilişkilidir.,Aldosteron başlıca burada sentezlenir ve renin-anjiyotensin-aldosteron sistemiyle düzenlenir. Korteks tabakalarını hormon ürünleriyle ayırmak sınavda sık kullanılır.,"GFR: glomerulosa-salt, fasciculata-sugar, reticularis-sex steroid şeklinde kodlanabilir.",Adrenal medulla katekolamin; korteks steroid hormon üretir.,Aldosteron; Adrenal korteks; Zona fasciculata,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-zona-fasciculata,Zona fasciculata,Zona fasciculata; fasikülata tabakası; zona fasikülata,Histoloji ve embriyoloji,Adrenal histoloji,P1,31,Adrenal korteksin orta ve en geniş tabakasıdır; glukokortikoid üretimiyle ilişkilidir.,Kortizol sentezinin başlıca bölgesidir ve ACTH ile güçlü biçimde düzenlenir. Lipid içeriği nedeniyle hücreleri açık/vakuollü görünebilir.,Zona fasciculata = kortizol/glukokortikoid.,Zona glomerulosa aldosteron; zona reticularis androjen ağırlıklıdır.,Kortizol; ACTH; Adrenal korteks,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-zona-reticularis,Zona reticularis,Zona reticularis; retikülaris tabakası; zona retikülaris,Histoloji ve embriyoloji,Adrenal histoloji,P1,31,Adrenal korteksin iç tabakasıdır ve adrenal androjen üretimiyle ilişkilidir.,"DHEA gibi zayıf androjenler bu tabakayla ilişkilendirilir. Korteks-medulla ayrımında steroid hormon üretimi kortekse, katekolamin üretimi medullaya aittir.",Zona reticularis = adrenal androjen.,Zona fasciculata kortizol; zona glomerulosa aldosteron üretir.,Adrenal androjen; DHEA; Adrenal korteks,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-kromaffin-hucre,Kromaffin hücre,Kromaffin hücre; chromaffin cell; adrenal medulla kromaffin hücresi,Histoloji ve embriyoloji,Adrenal histoloji/embriyoloji,P0,95,Adrenal medullada katekolamin salgılayan nöral krest kökenli hücredir.,"Sempatik postganglionik nöron benzeri davranır ama akson yerine kana epinefrin/norepinefrin salgılar. Nöral krest kökeni nedeniyle Schwann, melanosit ve enterik ganglion hücreleriyle aynı embriyolojik gruba bağlanır.",Adrenal medulla kromaffin hücresi nöral krest kökenlidir.,Adrenal korteks mezoderm kökenli steroid hücrelerden; medulla nöral krest kökenli kromaffin hücrelerden oluşur.,Adrenal medulla; Nöral krest hücreleri; Katekolamin,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-tip-kollajen,Tip I kollajen,Tip I kollajen; type I collagen; kolajen tip I,Histoloji ve embriyoloji,Bağ dokusu histolojisi,P1,21,"Kemik, deri, tendon, dentin ve sklerada baskın bulunan fibriller kollajen tipidir.","Osteogenesis imperfecta gibi tablolarda tip I kollajen kusuru kemik kırılganlığı, mavi sklera ve dentin problemleriyle ilişkilidir. Organik kemik matriksinin temel proteinidir.",Tekrarlayan kırık + mavi sklera = tip I kollajen kusuru düşün.,Tip II kollajen kıkırdak/vitreusla; tip I kollajen kemik-sklera-tendonla daha çok ilişkilidir.,Organik kemik matriksi; Osteoblast; Osteogenesis imperfecta,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-organik-kemik-matriksi,Organik kemik matriksi,Organik kemik matriksi; osteoid; kemik organik matriksi,Histoloji ve embriyoloji,Kemik histolojisi,P1,26,Kemikte mineralize olmadan önceki başlıca tip I kollajen içeren organik zeminidir.,Osteoblastlar tarafından üretilir ve daha sonra hidroksiapatit ile mineralize olur. Mineral eksikliği ile organik matriks kusurunu ayırmak kemik hastalığı sorularında önemlidir.,"Osteoid organik matriks; mineralizasyon kusuru ayrı, kollajen kusuru ayrı düşünülür.",Osteoklast matriksi yıkar; osteoblast osteoid üretir.,Tip I kollajen; Osteoblast; Mineralizasyon,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-gastrulasyon,Gastrulasyon,Gastrulasyon; gastrulation,Histoloji ve embriyoloji,Erken embriyoloji,P1,6,Bilaminar embriyonik diskin üç germ tabakalı yapıya dönüştüğü erken gelişim sürecidir.,"Primitif çizgi aracılığıyla ektoderm, mezoderm ve endoderm oluşur. Bu basamak organ kökeni sorularının temelini kurar.",Gastrulasyon = üç germ tabakası oluşumu.,Nörülasyon nöral tüp oluşumudur; gastrulasyon germ tabakalarını kurar.,Ektoderm; Mezoderm; Endoderm,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-ektoderm,Ektoderm,Ektoderm; ectoderm,Histoloji ve embriyoloji,Germ tabakaları,P1,30,Deri epidermisi ve sinir sistemi gibi yapıların geliştiği dış germ tabakasıdır.,"Nöral tüp ve nöral krest ektoderm kökenli gelişim hatlarıdır. Bu nedenle MSS, PSS ilişkili hücreler ve epidermal yapılar ektoderm mantığıyla bağlanır.",Ektoderm = epidermis + sinir sistemi ana hattı.,"Mezoderm kas, bağ dokusu ve damarlarla; endoderm epitel iç organ türevleriyle ilişkilidir.",Nöral tüp; Nöral krest hücreleri; Epidermis,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-mezoderm,Mezoderm,Mezoderm; mesoderm,Histoloji ve embriyoloji,Germ tabakaları,P1,74,"Kas, bağ dokusu, kemik, damar ve ürogenital sistemin büyük bölümünü oluşturan orta germ tabakasıdır.","Somit, ara mezoderm ve lateral plak mezoderm gibi alt bölümlere ayrılarak iskelet-kas, böbrek-gonad ve seröz boşluk yapılarına katkı verir.","Mezoderm = kas, iskelet, damar, böbrek ve gonad hattı.",Ektoderm sinir/epidermis; endoderm iç organ epitelleriyle ayrılır.,Ara mezoderm; Somit; Lateral plak mezoderm,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-endoderm,Endoderm,Endoderm; endoderm,Histoloji ve embriyoloji,Germ tabakaları,P1,25,Gastrointestinal ve solunum tüpü epiteli ile birçok bez epitelini oluşturan iç germ tabakasıdır.,"Faringeal poşlar, bağırsak ve solunum yolu epitelinin çoğu endoderm kökenlidir. Tiroid folikül hücreleri ve pankreas parankimi de bu hattın klinik olarak önemli örnekleridir.",Endoderm = GİS/solunum epiteli + tiroid/pankreas parankimi.,Nöral krest kökenli C hücresi ile endoderm kökenli tiroid folikül hücresi karıştırılmamalıdır.,Faringeal poş; Tiroid folikül hücresi; Pankreas parankimi,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-ara-mezoderm,Ara mezoderm,Ara mezoderm; intermediate mesoderm,Histoloji ve embriyoloji,Ürogenital embriyoloji,P1,7,"Böbrekler, gonadlar ve genital kanal gelişimine katkı veren mezoderm bölümüdür.",Ürogenital sistem sorularında mezonefrik ve paramezonefrik kanal gelişimi ara mezoderm kökeniyle birlikte düşünülür.,Ara mezoderm = böbrek ve gonad gelişim hattı.,Paraksiyal mezoderm somitleri; lateral plak mezoderm seröz boşluk ve damar/kalp ilişkilerini verir.,Mezonefrik kanal; Paramezonefrik kanal; Gonad gelişimi,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-somit,Somit,Somit; somite,Histoloji ve embriyoloji,Paraksiyal mezoderm,P1,9,Paraksiyal mezodermden gelişen segmental embriyonik bloklardır.,"Sklerotom, miyotom ve dermatom bölümleriyle vertebra/kaburga, iskelet kası ve dermisin bir kısmına katkı verir. Segmental düzen sorularında temel embriyolojik yapıdır.",Somit = sklerotom + miyotom + dermatom.,Nöral tüp ektoderm kökenlidir; somit paraksiyal mezoderm kökenlidir.,Sklerotom; Miyotom; Dermatom,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-yolk-sac,Yolk sac,Yolk sac; vitellus kesesi; yolk kesesi,Histoloji ve embriyoloji,Erken embriyoloji,P1,26,"Erken embriyoda beslenme, ilkel hematopoez ve primordial germ hücresi ilişkileri olan ekstraembriyonik kesedir.",Vitellin kanal orta bağırsakla yolk sac arasında geçici bağlantı kurar. Bu bağlantının kalıntıları Meckel divertikülü ve omfalomezenterik fistül gibi anomalilere yol açabilir.,Yolk sac bağlantısı = vitellin/omfalomezenterik kanal.,Amniyon embriyoyu çevreleyen sıvı boşluğudur; yolk sac bağırsak bağlantısı ve erken hematopoezle öne çıkar.,Vitellin kanal; Omfalomezenterik kanal; Meckel divertikülü,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-amniyon,Amniyon,Amniyon; amnion; amniyon zarı,Histoloji ve embriyoloji,Ekstraembriyonik zarlar,P1,60,Embriyoyu çevreleyen amniyon boşluğunu sınırlayan zardır.,Amniyon sıvısı fetusu mekanik travmadan korur ve hareket/gelişim ortamı sağlar. Açık nöral tüp defektlerinde amniyon sıvısı AFP ve asetilkolinesteraz değerlendirmesi klinik önem taşır.,Amniyon sıvısı açık defektlerde biyokimyasal tarama alanıdır.,Koryon plasental fetal yüzle; amniyon fetusu çevreleyen iç zarla ilişkilidir.,Amniyon sıvısında asetilkolinesteraz; Koryon; Nöral tüp defekti,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-desidua,Desidua,Desidua; decidua,Histoloji ve embriyoloji,Plasenta ve implantasyon,P1,26,Gebelikte endometriyumun progesteron etkisiyle farklılaşmış maternal kısmıdır.,"İmplantasyon sonrası maternal plasental yatağı oluşturur. Desidua basalis plasentaya katılırken, desidua capsularis embriyoyu örten maternal kısımdır.",Desidua maternal endometriyumdur; koryon fetal plasental yapıdır.,"Trofoblast fetal kökenli, desidua maternal kökenlidir.",Desidua basalis; Trofoblast; İmplantasyon,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-desidua-basalis,Desidua basalis,Desidua basalis; decidua basalis,Histoloji ve embriyoloji,Plasenta ve implantasyon,P1,0,Plasentanın maternal tarafına katılan desidua bölümüdür.,İmplantasyon alanındaki endometriyum parçasıdır ve koryonik villuslarla birlikte plasental yatağı oluşturur. Maternal-fetal taraf ayrımını öğretmek için önemlidir.,Plasentanın maternal kısmı desidua basalis; fetal kısmı koryon frondosumdur.,Desidua capsularis embriyoyu örten maternal kısımken basalis plasental yataktır.,Desidua; Koryonik villus; Plasental bariyer,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-lakuna-evresi,Laküna evresi,Laküna evresi; lakünar evre; trophoblastic lacunae; laküna,Histoloji ve embriyoloji,Plasenta ve implantasyon,P1,35,Sinsityotrofoblast içinde maternal kanla dolmaya başlayan boşlukların oluştuğu erken implantasyon evresidir.,Lakünalar maternal sinüzoidlerle birleşerek erken uteroplasental dolaşımın başlangıcını oluşturur. Trofoblast invazyonu ve hCG salgısıyla birlikte erken gebelik yerleşimini açıklar.,Laküna evresi maternal kanın trofoblast boşluklarına girmeye başladığı evredir.,Koryonik villus gelişimi daha sonraki plasental yüzey organizasyonunu temsil eder.,Sinsityotrofoblast; İntervillöz boşluk; İmplantasyon,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-trofoblast,Trofoblast,Trofoblast; trophoblast,Histoloji ve embriyoloji,Plasenta ve implantasyon,P0,105,Blastokistin dış hücre tabakasıdır; plasentanın fetal bileşenlerine ve invaziv tabakalara katkı verir.,"Sitotrofoblast ve sinsityotrofoblast tabakalarına ayrılır. İmplantasyon, hCG salgısı ve plasental villus gelişimi bu hücre hattı üzerinden anlaşılır.",Trofoblast = sitotrofoblast + sinsityotrofoblast hattı.,Embriyoblast embriyonun kendisini; trofoblast plasental fetal yapıları oluşturur.,Sinsityotrofoblast; Sitotrofoblast; Koryonik villus,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-implantasyon,İmplantasyon,İmplantasyon; implantation; nidasyon,Histoloji ve embriyoloji,Plasenta ve implantasyon,P1,3,Blastokistin endometriyuma tutunup gömülmeye başladığı süreçtir.,Trofoblast invazyonu ve desidual reaksiyonla ilerler. Ektopik gebelik veya anormal plasentasyon sorularında yerleşim ve invazyon mantığının temelidir.,İmplantasyon trofoblastın endometriyuma invazyonuyla başlar.,Fertilizasyon tüpte gerçekleşebilir; implantasyon normalde uterus endometriyumundadır.,Trofoblast; Desidua; Sinsityotrofoblast,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-umbilikal-ven,Umbilikal ven,Umbilikal ven; umblikal ven; umbilical vein,Histoloji ve embriyoloji,Fetal dolaşım,P1,8,Plasentadan fetusa oksijen ve besin açısından zengin kan taşıyan fetal damardır.,Fetal dolaşımda oksijenlenmiş kanı karaciğer ve duktus venozus yoluyla kalbe taşır. Doğum sonrası kalıntısı ligamentum teres hepatis olarak bilinir.,Umbilikal ven oksijenli kan taşır; umblikal arterler plasentaya oksijeni azalmış kan götürür.,Erişkinde çoğu ven oksijeni az kan taşır; fetal dolaşımda umbilikal ven bunun önemli istisnasıdır.,Duktus venozus; Fetal dolaşım; Ligamentum teres hepatis,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-umbilikal-arter,Umbilikal arter,Umbilikal arter; umblikal arter; umbilical artery,Histoloji ve embriyoloji,Fetal dolaşım,P1,0,Fetustan plasentaya oksijeni azalmış kan taşıyan çift arterdir.,İç iliak arterlerle ilişkilidir ve doğumdan sonra medial umblikal ligamentlerin büyük kısmına dönüşür. Fetal damarlarda oksijen içeriği isimden bağımsız yorumlanmalıdır.,Umbilikal arter oksijeni az kanı plasentaya götürür.,Umbilikal ven oksijenli kanı fetusa getirir; arter/ven isimleri fetal dolaşımda oksijen içeriğini otomatik göstermez.,Umbilikal ven; Fetal dolaşım; Medial umblikal ligament,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-ostium-secundum-asd,Ostium secundum ASD,Ostium secundum ASD; ostium secundum defekti; secundum ASD; ostium secundum atriyal septal defekt,Histoloji ve embriyoloji,Atriyal septasyon,P1,0,Septum primum rezorpsiyonu veya septum secundum gelişim kusuruyla ilişkili atriyal septal defekt tipidir.,Atriyal septasyonun primum-secundum dengesi bozulduğunda ortaya çıkar. Klinik olarak sol-sağ şant ve sabit geniş S2 ayrılmasıyla ilişkilendirilebilir ama embriyolojik köken atriyal septasyondur.,En sık ASD tipi ostium secundumdur; mekanizma septum primum/secundum dengesidir.,Ostium primum defekti endokardiyal yastık/AV kanal problemiyle daha yakından ilişkilidir.,Septum primum; Septum secundum; Foramen ovale,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-omfalosel,Omfalosel,Omfalosel; omphalocele,Histoloji ve embriyoloji,Karın duvarı embriyolojisi,P1,36,Karın içi organların umbilikal halka içinde membranla kaplı olarak dışarıda kalmasıdır.,Fizyolojik umblikal herniasyonun geri dönüş kusuru ve orta hat defekti mantığıyla açıklanır. Sıklıkla başka anomalilerle birlikte olabilir.,Omfalosel membranla kaplı orta hat defektidir.,"Gastroşizis genellikle sağ paraumbilikal, membransız ve izole defekt şeklindedir.",Fizyolojik umblikal herniasyon; Gastroşizis; Umbilikal halka,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-gastrosizis,Gastroşizis,Gastroşizis; gastrosşizis; gastroschisis,Histoloji ve embriyoloji,Karın duvarı embriyolojisi,P1,22,Karın duvarı defektinden bağırsakların membransız olarak dışarı çıkmasıdır.,Genellikle umbilikusun sağında yer alır ve omfaloselden membran olmamasıyla ayrılır. Bağırsaklar amniyon sıvısına doğrudan maruz kalır.,"Gastroşizis = membransız, çoğu kez sağ paraumbilikal defekt.",Omfalosel membranlı ve umbilikal halka/orta hat ilişkili defekttir.,Omfalosel; Amniyon; Karın duvarı defekti,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-ventral-pankreas-tomurcugu,Ventral pankreas tomurcuğu,Ventral pankreas tomurcuğu; ventral pankreas; ventral pancreatic bud,Histoloji ve embriyoloji,Pankreas embriyolojisi,P1,1,Pankreasın baş/unkinat proses kısmına katkı veren ventral endodermal tomurcuktur.,Rotasyon sırasında dorsal pankreasla birleşir. Rotasyon anomalisi anüler pankreas ve duodenal obstrüksiyonla ilişkilendirilebilir.,Ventral pankreas tomurcuğu uncinat proses ve pankreas başının bir kısmını verir.,"Dorsal pankreas gövde, kuyruk ve başın diğer kısmına katkı sağlar.",Dorsal pankreas tomurcuğu; Anüler pankreas; Duodenum obstrüksiyonu,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-dorsal-pankreas-tomurcugu,Dorsal pankreas tomurcuğu,Dorsal pankreas tomurcuğu; dorsal pankreas; dorsal pancreatic bud,Histoloji ve embriyoloji,Pankreas embriyolojisi,P1,0,"Pankreasın gövde, kuyruk ve başın bir kısmına katkı veren dorsal endodermal tomurcuktur.",Ventral tomurcuk rotasyonla dorsale yaklaşır ve iki tomurcuk birleşir. Bu birleşme ve rotasyon pankreatik kanal varyasyonlarının embriyolojik temelidir.,Dorsal pankreas gövde-kuyruk için ana katkıyı sağlar.,Ventral pankreas uncinat proses ve başın bir kısmıyla daha çok ilişkilidir.,Ventral pankreas tomurcuğu; Pankreatik kanal; Anüler pankreas,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-anuler-pankreas,Anüler pankreas,Anüler pankreas; annular pancreas; halka pankreas,Histoloji ve embriyoloji,Pankreas embriyolojisi,P1,0,Ventral pankreas tomurcuğunun anormal rotasyonu sonucu duodenumu halka gibi saran pankreas dokusudur.,Duodenum obstrüksiyonu ve safralı kusma ile yenidoğan döneminde belirti verebilir. Embriyolojik temel ventral pankreas rotasyon kusurudur.,Duodenumu çevreleyen pankreas dokusu = anüler pankreas.,Duodenal atrezi çift baloncuk görünümü yapabilir; anüler pankreasta dıştan halka şeklinde bası vardır.,Ventral pankreas tomurcuğu; Duodenum obstrüksiyonu; Safralı kusma,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
v398-histoembryo-intestinal-villus,İntestinal villus,İntestinal villus; villus intestinalis; intestinal villus; villus,Histoloji ve embriyoloji,Bağırsak histolojisi,P1,31,İnce bağırsak mukozasının lümene doğru uzanan emilim yüzey artırıcı çıkıntısıdır.,"Villuslar enterosit, goblet hücresi, lamina propria damarları ve santral lakteal içerir. Plica circularis ve mikrovilluslarla birlikte emilim yüzeyini katmanlı biçimde artırır.","Villus doku düzeyinde, mikrovillus hücre yüzeyi düzeyinde yüzey artırır.",Lieberkühn kripti lümene çıkıntı değil mukozanın derine uzanan bez yapısıdır.,Enterosit; Santral lakteal; Mikrovillus,src/data/cases.js; src/data/tusPearlCards.js; src/data/tusPearlHistologyEmbryologyFirst34Overrides.js
